Name,Price in $,Role,TeamName,auction_year,Price in rs,Nationality,BasePrices in Rs,Winning Bid in Rs,Capped/UnCapped,price_rs,price_crore,match_key,role_clean,runs,balls,matches_batted,strike_rate,runs_per_match,rpr_batting
Washington Sundar ,,All-Rounder , Sunrisers Hyderabad,2022,"8,75,00,000 ",Indian ,,,,87500000,8.75,w_sundar,allrounder,378,341,38,110.9,9.95,1.1371
Nicholas Pooran ,,Wicket Keeper , Sunrisers Hyderabad,2022,"10,75,00,000 ",Overseas ,,,,107500000,10.75,n_pooran,batter,1769,1143,72,154.8,24.57,2.2856
Priyam  Garg ,,Batsman , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,p_garg,batter,273,247,19,110.5,14.37,71.85
Rahul Tripathi ,,Batsman , Sunrisers Hyderabad,2022,"8,50,00,000 ",Indian ,,,,85000000,8.5,r_tripathi,batter,2236,1650,93,135.5,24.04,2.8282
Abhishek Sharma ,,All-Rounder , Sunrisers Hyderabad,2022,"6,50,00,000 ",Indian ,,,,65000000,6.5,a_sharma,allrounder,1377,925,61,148.9,22.57,3.4723
Abhishek Sharma ,,All-Rounder , Sunrisers Hyderabad,2022,"6,50,00,000 ",Indian ,,,,65000000,6.5,a_sharma,allrounder,87,69,10,126.1,8.7,1.3385
Abhishek Sharma ,,All-Rounder , Sunrisers Hyderabad,2022,"6,50,00,000 ",Indian ,,,,65000000,6.5,a_sharma,allrounder,189,118,9,160.2,21.0,3.2308
Vishnu Vinod ,,Wicket Keeper , Sunrisers Hyderabad,2022,"50,00,000 ",Indian ,,,,5000000,0.5,v_vinod,batter,56,58,6,96.6,9.33,18.66
Aiden Markram ,,Batsman , Sunrisers Hyderabad,2022,"2,60,00,000 ",Overseas ,,,,26000000,2.6,a_markram,batter,995,787,42,126.4,23.69,9.1115
Marco Jansen ,,All-Rounder , Sunrisers Hyderabad,2022,"4,20,00,000 ",Overseas ,,,,42000000,4.2,m_jansen,allrounder,66,71,12,93.0,5.5,1.3095
Romario Shepherd ,,All-Rounder , Sunrisers Hyderabad,2022,"7,75,00,000 ",Overseas ,,,,77500000,7.75,r_shepherd,allrounder,115,68,9,169.1,12.78,1.649
Glenn Phillips ,,Wicket Keeper , Sunrisers Hyderabad,2022,"1,50,00,000 ",Overseas ,,,,15000000,1.5,g_phillips,batter,65,55,8,118.2,8.12,5.4133
Shashank Singh ,,All-Rounder , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,25,22,5,113.6,5.0,25.0
Shashank Singh ,,All-Rounder , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,423,272,19,155.5,22.26,111.3
Shashank Singh ,,All-Rounder , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,2,3,1,66.7,2.0,10.0
Shashank Singh ,,All-Rounder , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,7,8,3,87.5,2.33,11.65
Shashank Singh ,,All-Rounder , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,43,31,5,138.7,8.6,43.0
Shashank Singh ,,All-Rounder , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,51,46,9,110.9,5.67,28.35
Ajinkya Rahane ,,Batter , Chennai Super Kings,2023,"50,00,000 ",Indian ,,,,5000000,0.5,a_rahane,batter,4642,3858,171,120.3,27.15,54.3
Ben Stokes ,,All-Rounder , Chennai Super Kings,2023,"16,25,00,000 ",Overseas ,,,,162500000,16.25,b_stokes,allrounder,935,718,43,130.2,21.74,1.3378
Phil Salt ,,Wicket-Keeper , Delhi Capitals,2023,"2,00,00,000 ",Overseas ,,,,20000000,2.0,p_salt,batter,653,385,21,169.6,31.1,15.55
Rilee Rossouw ,,Batter , Delhi Capitals,2023,"4,60,00,000 ",Overseas ,,,,46000000,4.6,r_rossouw,batter,473,321,22,147.4,21.5,4.6739
Manish Pandey ,,Batter , Delhi Capitals,2023,"2,40,00,000 ",Indian ,,,,24000000,2.4,m_pandey,batter,3859,3288,158,117.4,24.42,10.175
K.S. Bharat ,,Wicket-Keeper , Gujarat Titans,2023,"1,20,00,000 ",Indian ,,,,12000000,1.2,k_bharat,batter,199,168,8,118.5,24.88,20.7333
Kane Williamson ,,Batter , Gujarat Titans,2023,"2,00,00,000 ",Overseas ,,,,20000000,2.0,k_williamson,batter,2132,1734,76,123.0,28.05,14.025
Odean Smith ,,All-Rounder , Gujarat Titans,2023,"50,00,000 ",Overseas ,,,,5000000,0.5,o_smith,allrounder,51,50,6,102.0,8.5,17.0
Shakib Al Hasan ,,All-Rounder , Kolkata Knight Riders,2023,"1,50,00,000 ",Overseas ,,,,15000000,1.5,s_hasan,allrounder,795,665,52,119.5,15.29,10.1933
N. Jagadeesan ,,Wicket-Keeper , Kolkata Knight Riders,2023,"90,00,000 ",Indian ,,,,9000000,0.9,n_jagadeesan,batter,162,155,10,104.5,16.2,18.0
David Wiese ,,All-Rounder , Kolkata Knight Riders,2023,"1,00,00,000 ",Overseas ,,,,10000000,1.0,d_wiese,allrounder,148,105,11,141.0,13.45,13.45
Mandeep Singh ,,Batter , Kolkata Knight Riders,2023,"50,00,000 ",Indian ,,,,5000000,0.5,m_singh,batter,1706,1418,97,120.3,17.59,35.18
Litton Das ,,Wicket-Keeper , Kolkata Knight Riders,2023,"50,00,000 ",Overseas ,,,,5000000,0.5,l_das,batter,4,4,1,100.0,4.0,8.0
Nicholas Pooran ,,Wicket-Keeper , Lucknow Super Giants,2023,"16,00,00,000 ",Overseas ,,,,160000000,16.0,n_pooran,batter,1769,1143,72,154.8,24.57,1.5356
Romario Shepherd ,,All-Rounder , Lucknow Super Giants,2023,"50,00,000 ",Overseas ,,,,5000000,0.5,r_shepherd,allrounder,115,68,9,169.1,12.78,25.56
Daniel Sams ,,All-Rounder , Lucknow Super Giants,2023,"75,00,000 ",Overseas ,,,,7500000,0.75,d_sams,allrounder,44,48,13,91.7,3.38,4.5067
Swapnil Singh ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,25,22,5,113.6,5.0,25.0
Swapnil Singh ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,423,272,19,155.5,22.26,111.3
Swapnil Singh ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,2,3,1,66.7,2.0,10.0
Swapnil Singh ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,7,8,3,87.5,2.33,11.65
Swapnil Singh ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,43,31,5,138.7,8.6,43.0
Swapnil Singh ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,51,46,9,110.9,5.67,28.35
Prerak Mankad ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,p_mankad,allrounder,97,75,5,129.3,19.4,97.0
Nehal Wadhera ,,All-Rounder , Mumbai Indians,2023,"20,00,000 ",Indian ,,,,2000000,0.2,n_wadhera,allrounder,350,261,16,134.1,21.88,109.4
Cameron Green ,,All-Rounder , Mumbai Indians,2023,"17,50,00,000 ",Overseas ,,,,175000000,17.5,c_green,allrounder,707,472,28,149.8,25.25,1.4429
Vishnu Vinod ,,Wicket-Keeper , Mumbai Indians,2023,"20,00,000 ",Indian ,,,,2000000,0.2,v_vinod,batter,56,58,6,96.6,9.33,46.65
Shams Mulani ,,All-Rounder , Mumbai Indians,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_mulani,allrounder,1,1,1,100.0,1.0,5.0
Shivam Singh ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,25,22,5,113.6,5.0,25.0
Shivam Singh ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,423,272,19,155.5,22.26,111.3
Shivam Singh ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,2,3,1,66.7,2.0,10.0
Shivam Singh ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,7,8,3,87.5,2.33,11.65
Shivam Singh ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,43,31,5,138.7,8.6,43.0
Shivam Singh ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,51,46,9,110.9,5.67,28.35
Mohit Rathee ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,m_rathee,allrounder,1,2,1,50.0,1.0,5.0
Sam Curran ,,All-Rounder , Punjab Kings,2023,"18,50,00,000 ",Overseas ,,,,185000000,18.5,s_curran,allrounder,883,673,48,131.2,18.4,0.9946
Sikandar Raza ,,All-Rounder , Punjab Kings,2023,"50,00,000 ",Overseas ,,,,5000000,0.5,s_raza,allrounder,182,143,9,127.3,20.22,40.44
Jason Holder ,,All-Rounder , Rajasthan Royals,2023,"5,75,00,000 ",Overseas ,,,,57500000,5.75,j_holder,allrounder,259,217,27,119.4,9.59,1.6678
Donovan Ferreira ,,Wicket-Keeper , Rajasthan Royals,2023,"50,00,000 ",Overseas ,,,,5000000,0.5,d_ferreira,batter,8,11,2,72.7,4.0,8.0
Joe Root ,,Batter , Rajasthan Royals,2023,"1,00,00,000 ",Overseas ,,,,10000000,1.0,j_root,batter,10,15,1,66.7,10.0,10.0
Sonu Yadav ,,All-Rounder , Royal Challengers Bangalore,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_yadav,allrounder,3594,2522,135,142.5,26.62,133.1
Will Jacks ,,Batter , Royal Challengers Bangalore,2023,"3,20,00,000 ",Overseas ,,,,32000000,3.2,w_jacks,batter,230,133,8,172.9,28.75,8.9844
Sanvir Singh ,,All-Rounder , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,25,22,5,113.6,5.0,25.0
Sanvir Singh ,,All-Rounder , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,423,272,19,155.5,22.26,111.3
Sanvir Singh ,,All-Rounder , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,2,3,1,66.7,2.0,10.0
Sanvir Singh ,,All-Rounder , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,7,8,3,87.5,2.33,11.65
Sanvir Singh ,,All-Rounder , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,43,31,5,138.7,8.6,43.0
Sanvir Singh ,,All-Rounder , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,51,46,9,110.9,5.67,28.35
Harry Brook ,,Batter , Sunrisers Hyderabad,2023,"13,25,00,000 ",Overseas ,,,,132500000,13.25,h_brook,batter,190,159,11,119.5,17.27,1.3034
Heinrich Klaasen ,,Wicket-Keeper , Sunrisers Hyderabad,2023,"5,25,00,000 ",Overseas ,,,,52500000,5.25,h_klaasen,batter,993,613,32,162.0,31.03,5.9105
Anmolpreet Singh ,,Batter , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,batter,2,10,5,20.0,0.4,2.0
Anmolpreet Singh ,,Batter , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,batter,63,69,4,91.3,15.75,78.75
Anmolpreet Singh ,,Batter , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,batter,139,117,9,118.8,15.44,77.2
Anmolpreet Singh ,,Batter , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,batter,36,47,8,76.6,4.5,22.5
Anmolpreet Singh ,,Batter , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,batter,29,42,11,69.0,2.64,13.2
Vivrant Sharma ,,All-Rounder , Sunrisers Hyderabad,2023,"2,60,00,000 ",Indian ,,,,26000000,2.6,v_sharma,allrounder,69,49,1,140.8,69.0,26.5385
Upendra Singh Yadav ,,Wicket-Keeper , Sunrisers Hyderabad,2023,"25,00,000 ",Indian ,,,,2500000,0.25,u_yadav,batter,208,211,48,98.6,4.33,17.32
Nitish Kumar Reddy ,,Wicket-Keeper , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,n_reddy,batter,303,221,11,137.1,27.55,137.75
Mayank Agarwal ,,Batter , Sunrisers Hyderabad,2023,"8,25,00,000 ",Indian ,,,,82500000,8.25,m_agarwal,batter,2669,2081,121,128.3,22.06,2.6739
Mayank Dagar ,,All-Rounder , Sunrisers Hyderabad,2023,"1,80,00,000 ",Indian ,,,,18000000,1.8,m_dagar,allrounder,0,1,1,0.0,0.0,0.0
Daryl Mitchell ,,All-Rounder , Chennai Super Kings,2024,"14,00,00,000 ",Overseas ,,,,140000000,14.0,d_mitchell,allrounder,351,274,15,128.1,23.4,1.6714
Sameer Rizvi ,,Batter , Chennai Super Kings,2024,"8,40,00,000 ",Indian ,,,,84000000,8.4,s_rizvi,batter,51,43,5,118.6,10.2,1.2143
Rachin Ravindra ,,All-Rounder , Chennai Super Kings,2024,"1,80,00,000 ",Overseas ,,,,18000000,1.8,r_ravindra,allrounder,222,146,10,152.1,22.2,12.3333
Shardul Thakur ,,All-Rounder , Chennai Super Kings,2024,"4,00,00,000 ",Indian ,,,,40000000,4.0,s_thakur,allrounder,307,228,35,134.6,8.77,2.1925
Ricky Bhui ,,Wicket-Keeper , Delhi Capitals,2024,"20,00,000 ",Indian ,,,,2000000,0.2,r_bhui,batter,10,27,4,37.0,2.5,12.5
Sumit Kumar ,,All-Rounder , Delhi Capitals,2024,"1,00,00,000 ",Indian ,,,,10000000,1.0,s_kumar,allrounder,18,26,3,69.2,6.0,6.0
Shai Hope ,,Wicket-Keeper , Delhi Capitals,2024,"75,00,000 ",Overseas ,,,,7500000,0.75,s_hope,batter,183,125,9,146.4,20.33,27.1067
Kumar Kushagra ,,Wicket-Keeper , Delhi Capitals,2024,"7,20,00,000 ",Indian ,,,,72000000,7.2,k_kushagra,batter,3,7,3,42.9,1.0,0.1389
Tristan Stubbs ,,Wicket-Keeper , Delhi Capitals,2024,"50,00,000 ",Overseas ,,,,5000000,0.5,t_stubbs,batter,405,239,17,169.5,23.82,47.64
Harry Brook ,,Batter , Delhi Capitals,2024,"4,00,00,000 ",Overseas ,,,,40000000,4.0,h_brook,batter,190,159,11,119.5,17.27,4.3175
Azmatullah Omarzai ,,All-Rounder , Gujarat Titans,2024,"50,00,000 ",Overseas ,,,,5000000,0.5,a_omarzai,allrounder,42,34,4,123.5,10.5,21.0
Shahrukh Khan ,,All-Rounder , Gujarat Titans,2024,"7,40,00,000 ",Indian ,,,,74000000,7.4,s_khan,allrounder,585,456,36,128.3,16.25,2.1959
Manish Pandey ,,Batter , Kolkata Knight Riders,2024,"50,00,000 ",Indian ,,,,5000000,0.5,m_pandey,batter,3859,3288,158,117.4,24.42,48.84
Angkrish Raghuvanshi ,,Batter , Kolkata Knight Riders,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_raghuvanshi,batter,163,109,7,149.5,23.29,116.45
Sherfane Rutherford ,,Batter , Kolkata Knight Riders,2024,"1,50,00,000 ",Overseas ,,,,15000000,1.5,s_rutherford,batter,106,107,9,99.1,11.78,7.8533
Ramandeep  Singh ,,All-Rounder , Kolkata Knight Riders,2024,"20,00,000 ",Indian ,,,,2000000,0.2,r_singh,allrounder,893,654,40,136.5,22.32,111.6
Ramandeep  Singh ,,All-Rounder , Kolkata Knight Riders,2024,"20,00,000 ",Indian ,,,,2000000,0.2,r_singh,allrounder,52,78,28,66.7,1.86,9.3
Ramandeep  Singh ,,All-Rounder , Kolkata Knight Riders,2024,"20,00,000 ",Indian ,,,,2000000,0.2,r_singh,allrounder,170,106,13,160.4,13.08,65.4
K.S. Bharat ,,Wicket-Keeper , Kolkata Knight Riders,2024,"50,00,000 ",Indian ,,,,5000000,0.5,k_bharat,batter,199,168,8,118.5,24.88,49.76
Ashton Turner ,,Batter , Lucknow Super Giants,2024,"1,00,00,000 ",Overseas ,,,,10000000,1.0,a_turner,batter,24,31,6,77.4,4.0,4.0
David Willey  ,,All-Rounder , Lucknow Super Giants,2024,"2,00,00,000 ",Overseas ,,,,20000000,2.0,d_willey,allrounder,53,64,5,82.8,10.6,5.3
Arshin Kulkarni ,,All-Rounder , Lucknow Super Giants,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_kulkarni,allrounder,9,8,2,112.5,4.5,22.5
Mohd. Arshad Khan ,,All-Rounder , Lucknow Super Giants,2024,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan,allrounder,553,413,37,133.9,14.95,74.75
Mohd. Arshad Khan ,,All-Rounder , Lucknow Super Giants,2024,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan,allrounder,25,27,5,92.6,5.0,25.0
Shivalik Sharma ,,All-Rounder , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_sharma,allrounder,54,73,25,74.0,2.16,10.8
Shivalik Sharma ,,All-Rounder , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_sharma,allrounder,5,3,2,166.7,2.5,12.5
Anshul Kamboj ,,All-Rounder , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_kamboj,allrounder,2,2,1,100.0,2.0,10.0
Mohammad Nabi ,,All-Rounder , Mumbai Indians,2024,"1,50,00,000 ",Overseas ,,,,15000000,1.5,m_nabi,allrounder,221,157,19,140.8,11.63,7.7533
Naman Dhir ,,All-Rounder , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,n_dhir,allrounder,140,84,7,166.7,20.0,100.0
Gerald Coetzee ,,All-Rounder , Mumbai Indians,2024,"5,00,00,000 ",Overseas ,,,,50000000,5.0,g_coetzee,allrounder,14,22,5,63.6,2.8,0.56
Chris Woakes  ,,All-Rounder , Punjab Kings,2024,"4,20,00,000 ",Overseas ,,,,42000000,4.2,c_woakes,allrounder,78,77,12,101.3,6.5,1.5476
Vishwanath Pratap Singh ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,v_singh,allrounder,0,1,1,0.0,0.0,0.0
Vishwanath Pratap Singh ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,v_singh,allrounder,4,3,2,133.3,2.0,10.0
Vishwanath Pratap Singh ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,v_singh,allrounder,15,26,2,57.7,7.5,37.5
Ashutosh Sharma ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_sharma,allrounder,1377,925,61,148.9,22.57,112.85
Ashutosh Sharma ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_sharma,allrounder,87,69,10,126.1,8.7,43.5
Ashutosh Sharma ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_sharma,allrounder,189,118,9,160.2,21.0,105.0
Shashank  Singh ,,Batter , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,batter,25,22,5,113.6,5.0,25.0
Shashank  Singh ,,Batter , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,batter,423,272,19,155.5,22.26,111.3
Shashank  Singh ,,Batter , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,batter,2,3,1,66.7,2.0,10.0
Shashank  Singh ,,Batter , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,batter,7,8,3,87.5,2.33,11.65
Shashank  Singh ,,Batter , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,batter,43,31,5,138.7,8.6,43.0
Shashank  Singh ,,Batter , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,batter,51,46,9,110.9,5.67,28.35
Rilee Rossouw ,,Batter , Punjab Kings,2024,"8,00,00,000 ",Overseas ,,,,80000000,8.0,r_rossouw,batter,473,321,22,147.4,21.5,2.6875
Harshal Patel ,,All-Rounder , Punjab Kings,2024,"11,75,00,000 ",Indian ,,,,117500000,11.75,h_patel,allrounder,249,214,37,116.4,6.73,0.5728
Shubham Dubey ,,Batter , Rajasthan Royals,2024,"5,80,00,000 ",Indian ,,,,58000000,5.8,s_dubey,batter,33,21,3,157.1,11.0,1.8966
Rovman Powell ,,Batter , Rajasthan Royals,2024,"7,40,00,000 ",Overseas ,,,,74000000,7.4,r_powell,batter,360,254,22,141.7,16.36,2.2108
Tom Kohler-Cadmore ,,Wicket-Keeper , Rajasthan Royals,2024,"40,00,000 ",Overseas ,,,,4000000,0.4,t_kohler-cadmore,batter,48,54,3,88.9,16.0,40.0
Tom Curran ,,All-Rounder , Royal Challengers Bengaluru,2024,"1,50,00,000 ",Overseas ,,,,15000000,1.5,t_curran,allrounder,127,108,10,117.6,12.7,8.4667
Swapnil Singh ,,All-Rounder , Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,25,22,5,113.6,5.0,25.0
Swapnil Singh ,,All-Rounder , Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,423,272,19,155.5,22.26,111.3
Swapnil Singh ,,All-Rounder , Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,2,3,1,66.7,2.0,10.0
Swapnil Singh ,,All-Rounder , Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,7,8,3,87.5,2.33,11.65
Swapnil Singh ,,All-Rounder , Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,43,31,5,138.7,8.6,43.0
Swapnil Singh ,,All-Rounder , Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,51,46,9,110.9,5.67,28.35
Pat Cummins ,,All-Rounder , Sunrisers Hyderabad,2024,"20,50,00,000 ",Overseas ,,,,205000000,20.5,p_cummins,allrounder,515,359,39,143.5,13.21,0.6444
Travis Head ,,Batter , Sunrisers Hyderabad,2024,"6,80,00,000 ",Overseas ,,,,68000000,6.8,t_head,batter,772,458,25,168.6,30.88,4.5412
