Name,Price in $,Role,TeamName,auction_year,Price in rs,Nationality,BasePrices in Rs,Winning Bid in Rs,Capped/UnCapped,price_rs,price_crore,match_key,role_clean,balls_bowled,runs_conceded,wickets,economy,wickets_per_match,rpr_bowling
Ranganath Vinay Kumar,,Bowler, Kolkata Knight Riders,2018,"1,00,00,000",,,,,10000000,1.0,r_kumar,bowler,2186,3041,127,8.35,6.97,6.97
Krunal Pandya,,All-Rounder, Mumbai Indians,2018,"8,80,00,000",,,,,88000000,8.8,k_pandya,allrounder,2183,2644,80,7.27,4.4,0.5
Kieron Pollard,,All-Rounder, Mumbai Indians,2018,"5,40,00,000",,,,,54000000,5.4,k_pollard,allrounder,1586,2200,81,8.32,6.13,1.135185
Pat Cummins,,Bowler, Mumbai Indians,2018,"5,40,00,000",,,,,54000000,5.4,p_cummins,bowler,1370,1976,66,8.65,5.78,1.07037
Ben Cutting,,All-Rounder, Mumbai Indians,2018,"2,20,00,000",,,,,22000000,2.2,b_cutting,allrounder,288,430,12,8.96,5.0,2.272727
Mustafizur Rahman,,Bowler, Mumbai Indians,2018,"2,20,00,000",,,,,22000000,2.2,m_rahman,bowler,452,598,20,7.94,5.31,2.413636
Mustafizur Rahman,,Bowler, Mumbai Indians,2018,"2,20,00,000",,,,,22000000,2.2,m_rahman,bowler,1353,1792,70,7.95,6.21,2.822727
Rahul Chahar,,Bowler, Mumbai Indians,2018,"1,90,00,000",,,,,19000000,1.9,r_chahar,bowler,1697,2165,76,7.65,5.37,2.826316
Pradeep Sangwan,,Bowler, Mumbai Indians,2018,"1,50,00,000",,,,,15000000,1.5,p_sangwan,bowler,905,1267,44,8.4,5.83,3.886667
Jason Behrendorff,,Bowler, Mumbai Indians,2018,"1,50,00,000",,,,,15000000,1.5,j_behrendorff,bowler,379,563,22,8.91,6.97,4.646667
Jean-Paul Duminy,,All-Rounder, Mumbai Indians,2018,"1,00,00,000",,,,,10000000,1.0,j_duminy,allrounder,701,847,23,7.25,3.94,3.94
Mayank Markande,,Bowler, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,m_markande,bowler,737,1081,37,8.8,6.02,30.1
Anukul Roy,,All-Rounder, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,a_roy,allrounder,142,191,6,8.07,5.07,25.35
Mohsin Khan,,Bowler, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,m_khan,bowler,12,16,0,8.0,0.0,0.0
Mohsin Khan,,Bowler, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,m_khan,bowler,507,698,27,8.26,6.39,31.95
Benjamin Stokes,,All-Rounder, Rajasthan Royals,2018,"12,50,00,000",,,,,125000000,12.5,b_stokes,allrounder,723,1023,31,8.49,5.15,0.412
Jaydev Unadkat,,Bowler, Rajasthan Royals,2018,"11,50,00,000",,,,,115000000,11.5,j_unadkat,bowler,2194,3219,109,8.8,5.96,0.518261
Jofra Archer,,All-Rounder, Rajasthan Royals,2018,"7,20,00,000",,,,,72000000,7.2,j_archer,allrounder,987,1210,49,7.36,5.96,0.827778
Krishnappa Gowtham,,Bowler, Rajasthan Royals,2018,"6,20,00,000",,,,,62000000,6.2,k_gowtham,bowler,599,825,22,8.26,4.41,0.71129
Darcy Short,,All-Rounder, Rajasthan Royals,2018,"4,00,00,000",,,,,40000000,4.0,d_short,allrounder,18,23,1,7.67,6.67,1.6675
Dhawal Kulkarni,,Bowler, Rajasthan Royals,2018,"75,00,000",,,,,7500000,0.75,d_kulkarni,bowler,1876,2513,91,8.04,5.82,7.76
Ben Laughlin,,Bowler, Rajasthan Royals,2018,"50,00,000",,,,,5000000,0.5,b_laughlin,bowler,179,284,10,9.52,6.7,13.4
Stuart Binny,,All-Rounder, Rajasthan Royals,2018,"50,00,000",,,,,5000000,0.5,s_binny,allrounder,611,763,28,7.49,5.5,11.0
Anureet Singh,,Bowler, Rajasthan Royals,2018,"30,00,000",,,,,3000000,0.3,a_singh,bowler,486,639,31,7.89,7.65,25.5
Anureet Singh,,Bowler, Rajasthan Royals,2018,"30,00,000",,,,,3000000,0.3,a_singh,bowler,141,227,5,9.66,4.26,14.2
Anureet Singh,,Bowler, Rajasthan Royals,2018,"30,00,000",,,,,3000000,0.3,a_singh,bowler,430,636,21,8.87,5.86,19.533333
Anureet Singh,,Bowler, Rajasthan Royals,2018,"30,00,000",,,,,3000000,0.3,a_singh,bowler,1453,2097,84,8.66,6.94,23.133333
Shreyas Gopal,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,s_gopal,allrounder,1000,1358,53,8.15,6.36,31.8
Jatin Saxena,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,j_saxena,allrounder,18,27,0,9.0,0.0,0.0
Ankit Sharma,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,a_sharma,allrounder,278,396,11,8.55,4.75,23.75
Ankit Sharma,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,a_sharma,allrounder,375,453,12,7.25,3.84,19.2
Mahipal Lomror,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,m_lomror,allrounder,94,127,2,8.11,2.55,12.75
Chris Woakes,,All-Rounder, Royal Challengers Bengaluru,2018,"7,40,00,000",,,,,74000000,7.4,c_woakes,allrounder,463,674,31,8.73,8.03,1.085135
Yuzvendra Singh Chahal,,Bowler, Royal Challengers Bengaluru,2018,"6,00,00,000",,,,,60000000,6.0,y_chahal,bowler,3628,4681,213,7.74,7.05,1.175
Umesh Yadav,,Bowler, Royal Challengers Bengaluru,2018,"4,20,00,000",,,,,42000000,4.2,u_yadav,bowler,3190,4442,163,8.35,6.13,1.459524
Navdeep Saini,,Bowler, Royal Challengers Bengaluru,2018,"3,00,00,000",,,,,30000000,3.0,n_saini,bowler,15,35,0,14.0,0.0,0.0
Navdeep Saini,,Bowler, Royal Challengers Bengaluru,2018,"3,00,00,000",,,,,30000000,3.0,n_saini,bowler,682,968,26,8.52,4.57,1.523333
Mohammed Siraj,,Bowler, Royal Challengers Bengaluru,2018,"2,60,00,000",,,,,26000000,2.6,m_siraj,bowler,2081,2894,96,8.34,5.54,2.130769
Nathan Coulter-Nile,,Bowler, Royal Challengers Bengaluru,2018,"2,20,00,000",,,,,22000000,2.2,n_coulter-nile,bowler,892,1125,52,7.57,7.0,3.181818
Colin De Grandhomme,,All-Rounder, Royal Challengers Bengaluru,2018,"2,20,00,000",,,,,22000000,2.2,c_grandhomme,allrounder,230,323,7,8.43,3.65,1.659091
M. Ashwin,,Bowler, Royal Challengers Bengaluru,2018,"2,20,00,000",,,,,22000000,2.2,m_ashwin,bowler,898,1182,35,7.9,4.68,2.127273
Moeen Ali,,All-Rounder, Royal Challengers Bengaluru,2018,"1,70,00,000",,,,,17000000,1.7,m_ali,allrounder,770,900,40,7.01,6.23,3.664706
Mandeep Singh,,All-Rounder, Royal Challengers Bengaluru,2018,"1,40,00,000",,,,,14000000,1.4,m_singh,allrounder,12,26,0,13.0,0.0,0.0
Pawan Negi,,All-Rounder, Royal Challengers Bengaluru,2018,"1,00,00,000",,,,,10000000,1.0,p_negi,allrounder,733,954,38,7.81,6.22,6.22
Tim Southee,,Bowler, Royal Challengers Bengaluru,2018,"1,00,00,000",,,,,10000000,1.0,t_southee,bowler,1262,1774,57,8.43,5.42,5.42
Kulwant Khejroliya,,Bowler, Royal Challengers Bengaluru,2018,"85,00,000",,,,,8500000,0.85,k_khejroliya,bowler,129,221,5,10.28,4.65,5.470588
Aniket Choudhary,,Bowler, Royal Challengers Bengaluru,2018,"30,00,000",,,,,3000000,0.3,a_choudhary,bowler,108,144,5,8.0,5.56,18.533333
Siddarth Kaul,,Bowler, Sunrisers Hyderabad,2018,"3,80,00,000",,,,,38000000,3.8,s_kaul,bowler,1238,1772,63,8.59,6.11,1.607895
Deepak Hooda,,All-Rounder, Sunrisers Hyderabad,2018,"3,60,00,000",,,,,36000000,3.6,d_hooda,allrounder,384,535,10,8.36,3.12,0.866667
Syed Khaleel Ahmed,,Bowler, Sunrisers Hyderabad,2018,"3,00,00,000",,,,,30000000,3.0,s_ahmed,bowler,549,850,21,9.29,4.59,1.53
Syed Khaleel Ahmed,,Bowler, Sunrisers Hyderabad,2018,"3,00,00,000",,,,,30000000,3.0,s_ahmed,bowler,103,154,5,8.97,5.83,1.943333
Sandeep Sharma,,Bowler, Sunrisers Hyderabad,2018,"3,00,00,000",,,,,30000000,3.0,s_sharma,bowler,2925,3758,153,7.71,6.28,2.093333
Sandeep Sharma,,Bowler, Sunrisers Hyderabad,2018,"3,00,00,000",,,,,30000000,3.0,s_sharma,bowler,114,165,4,8.68,4.21,1.403333
Sandeep Sharma,,Bowler, Sunrisers Hyderabad,2018,"3,00,00,000",,,,,30000000,3.0,s_sharma,bowler,264,381,11,8.66,5.0,1.666667
Carlos Brathwaite,,All-Rounder, Sunrisers Hyderabad,2018,"2,00,00,000",,,,,20000000,2.0,c_brathwaite,allrounder,266,384,16,8.66,7.22,3.61
Shakib Al Hasan,,All-Rounder, Sunrisers Hyderabad,2018,"2,00,00,000",,,,,20000000,2.0,s_hasan,allrounder,1515,1864,71,7.38,5.62,2.81
Yusuf Pathan,,All-Rounder, Sunrisers Hyderabad,2018,"1,90,00,000",,,,,19000000,1.9,y_pathan,allrounder,1184,1443,46,7.31,4.66,2.452632
Mohammad Nabi,,All-Rounder, Sunrisers Hyderabad,2018,"1,00,00,000",,,,,10000000,1.0,m_nabi,allrounder,419,527,15,7.55,4.3,4.3
Chris Jordan,,All-Rounder, Sunrisers Hyderabad,2018,"1,00,00,000",,,,,10000000,1.0,c_jordan,allrounder,717,1111,36,9.3,6.03,6.03
Basil Thampi,,Bowler, Sunrisers Hyderabad,2018,"95,00,000",,,,,9500000,0.95,b_thampi,bowler,539,862,26,9.6,5.79,6.094737
T Natarajan,,Bowler, Sunrisers Hyderabad,2018,"40,00,000",,,,,4000000,0.4,t_natarajan,bowler,1401,2001,76,8.57,6.51,16.275
Bipul Sharma,,All-Rounder, Sunrisers Hyderabad,2018,"20,00,000",,,,,2000000,0.2,b_sharma,allrounder,436,581,22,8.0,6.06,30.3
Syed Mehdi Hasan,,All-Rounder, Sunrisers Hyderabad,2018,"20,00,000",,,,,2000000,0.2,s_hasan,allrounder,1515,1864,71,7.38,5.62,28.1
Mohit Sharma,,Bowler, Chennai Super Kings,2019,"5,00,00,000",,,,,50000000,5.0,m_sharma,bowler,2308,3278,147,8.52,7.64,1.528
Axar Rajesh Patel,,All-Rounder, Delhi Capitals,2019,"5,00,00,000",,,,,50000000,5.0,a_patel,allrounder,3152,3824,131,7.28,4.99,0.998
Sherfane Rutherford,,All-Rounder, Delhi Capitals,2019,"2,00,00,000",,,,,20000000,2.0,s_rutherford,allrounder,46,60,1,7.83,2.61,1.305
Ishant Sharma,,Bowler, Delhi Capitals,2019,"1,10,00,000",,,,,11000000,1.1,i_sharma,bowler,2429,3255,96,8.04,4.74,4.309091
Keemo Paul,,All-Rounder, Delhi Capitals,2019,"50,00,000",,,,,5000000,0.5,k_paul,allrounder,180,239,10,7.97,6.67,13.34
Jalaj Saxena,,All-Rounder, Delhi Capitals,2019,"20,00,000",,,,,2000000,0.2,j_saxena,allrounder,18,27,0,9.0,0.0,0.0
Nathu Singh,,Bowler, Delhi Capitals,2019,"20,00,000",,,,,2000000,0.2,n_singh,bowler,25,18,1,4.32,4.8,24.0
Sam Curran,,All-Rounder,Kings XI Punjab,2019,"7,20,00,000",,,,,72000000,7.2,s_curran,allrounder,1234,1924,62,9.35,6.03,0.8375
Mohammad Shami,,Bowler,Kings XI Punjab,2019,"4,80,00,000",,,,,48000000,4.8,m_shami,bowler,2521,3486,144,8.3,6.85,1.427083
Moises Henriques,,All-Rounder,Kings XI Punjab,2019,"1,00,00,000",,,,,10000000,1.0,m_henriques,allrounder,979,1302,46,7.98,5.64,5.64
Darshan Nalkande,,All-Rounder,Kings XI Punjab,2019,"30,00,000",,,,,3000000,0.3,d_nalkande,allrounder,89,150,6,10.11,8.09,26.966667
Sarfaraz Naushad Khan,,All-Rounder,Kings XI Punjab,2019,"25,00,000",,,,,2500000,0.25,s_khan,allrounder,2,6,0,18.0,0.0,0.0
Arshdeep Singh ,,Bowler,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,a_singh,bowler,486,639,31,7.89,7.65,38.25
Arshdeep Singh ,,Bowler,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,a_singh,bowler,141,227,5,9.66,4.26,21.3
Arshdeep Singh ,,Bowler,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,a_singh,bowler,430,636,21,8.87,5.86,29.3
Arshdeep Singh ,,Bowler,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,a_singh,bowler,1453,2097,84,8.66,6.94,34.7
Harpreet Brar,,All-Rounder,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,h_brar,allrounder,692,907,25,7.86,4.34,21.7
M. Ashwin,,Bowler,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,m_ashwin,bowler,898,1182,35,7.9,4.68,23.4
Carlos Brathwaite,,All-Rounder, Kolkata Knight Riders,2019,"5,00,00,000",,,,,50000000,5.0,c_brathwaite,allrounder,266,384,16,8.66,7.22,1.444
Lockie Ferguson ,,Bowler, Kolkata Knight Riders,2019,"1,60,00,000",,,,,16000000,1.6,l_ferguson,bowler,1002,1451,57,8.69,6.83,4.26875
Harry Gurney,,Bowler, Kolkata Knight Riders,2019,"75,00,000",,,,,7500000,0.75,h_gurney,bowler,169,239,7,8.49,4.97,6.626667
Shrikant Mundhe,,All-Rounder, Kolkata Knight Riders,2019,"20,00,000",,,,,2000000,0.2,s_mundhe,allrounder,7,6,1,5.14,17.14,85.7
Anrich Nortje,,Bowler, Kolkata Knight Riders,2019,"20,00,000",,,,,2000000,0.2,a_nortje,bowler,1097,1614,62,8.83,6.78,33.9
Barinder Singh Sran,,Bowler, Mumbai Indians,2019,"3,40,00,000",,,,,34000000,3.4,b_sran,bowler,516,767,20,8.92,4.65,1.367647
Yuvraj Singh,,All-Rounder, Mumbai Indians,2019,"1,00,00,000",,,,,10000000,1.0,y_singh,allrounder,74,125,4,10.14,6.49,6.49
Yuvraj Singh,,All-Rounder, Mumbai Indians,2019,"1,00,00,000",,,,,10000000,1.0,y_singh,allrounder,882,1091,39,7.42,5.31,5.31
Jaydev Unadkat,,Bowler, Rajasthan Royals,2019,"8,40,00,000",,,,,84000000,8.4,j_unadkat,bowler,2194,3219,109,8.8,5.96,0.709524
Varun Aaron,,Bowler, Rajasthan Royals,2019,"2,40,00,000",,,,,24000000,2.4,v_aaron,bowler,1065,1527,46,8.6,5.18,2.158333
Oshane Thomas ,,Bowler, Rajasthan Royals,2019,"1,10,00,000",,,,,11000000,1.1,o_thomas,bowler,63,85,5,8.1,9.52,8.654545
Liam Livingstone,,All-Rounder, Rajasthan Royals,2019,"50,00,000",,,,,5000000,0.5,l_livingstone,allrounder,267,395,11,8.88,4.94,9.88
Shashank Singh,,All-Rounder, Rajasthan Royals,2019,"30,00,000",,,,,3000000,0.3,s_singh,allrounder,19,25,1,7.89,6.32,21.066667
Shashank Singh,,All-Rounder, Rajasthan Royals,2019,"30,00,000",,,,,3000000,0.3,s_singh,allrounder,193,265,10,8.24,6.22,20.733333
Shashank Singh,,All-Rounder, Rajasthan Royals,2019,"30,00,000",,,,,3000000,0.3,s_singh,allrounder,165,241,7,8.76,5.09,16.966667
Riyan Parag,,All-Rounder, Rajasthan Royals,2019,"20,00,000",,,,,2000000,0.2,r_parag,allrounder,181,307,5,10.18,3.31,16.55
Shivam Dube,,All-Rounder, Royal Challengers Bengaluru,2019,"5,00,00,000",,,,,50000000,5.0,s_dube,allrounder,117,190,6,9.74,6.15,1.23
Prayas Ray Barman,,All-Rounder, Royal Challengers Bengaluru,2019,"1,50,00,000",,,,,15000000,1.5,p_barman,allrounder,24,56,0,14.0,0.0,0.0
Milind Kumar,,All-Rounder, Royal Challengers Bengaluru,2019,"20,00,000",,,,,2000000,0.2,m_kumar,allrounder,16,20,0,7.5,0.0,0.0
Milind Kumar,,All-Rounder, Royal Challengers Bengaluru,2019,"20,00,000",,,,,2000000,0.2,m_kumar,allrounder,420,707,31,10.1,8.86,44.3
Piyush Chawla,,Bowler, Chennai Super Kings,2020,"6,75,00,000",,,,,67500000,6.75,p_chawla,bowler,3895,5179,201,7.98,6.19,0.917037
Sam Curran,,All-Rounder, Chennai Super Kings,2020,"5,50,00,000",,,,,55000000,5.5,s_curran,allrounder,1234,1924,62,9.35,6.03,1.096364
Josh Hazlewood,,Bowler, Chennai Super Kings,2020,"2,00,00,000",,,,,20000000,2.0,j_hazlewood,bowler,622,830,36,8.01,6.95,3.475
R. Sai Kishore,,Bowler, Chennai Super Kings,2020,"20,00,000",,,,,2000000,0.2,r_kishore,bowler,191,259,13,8.14,8.17,40.85
Marcus Stoinis,,All-Rounder, Delhi Capitals,2020,"4,80,00,000",,,,,48000000,4.8,m_stoinis,allrounder,831,1300,45,9.39,6.5,1.354167
Chris Woakes,,All-Rounder, Delhi Capitals,2020,"1,50,00,000",,,,,15000000,1.5,c_woakes,allrounder,463,674,31,8.73,8.03,5.353333
Mohit Sharma,,Bowler, Delhi Capitals,2020,"50,00,000",,,,,5000000,0.5,m_sharma,bowler,2308,3278,147,8.52,7.64,15.28
Tushar Deshpande,,Bowler, Delhi Capitals,2020,"20,00,000",,,,,2000000,0.2,t_deshpande,bowler,831,1275,46,9.21,6.64,33.2
Lalit Yadav,,All-Rounder, Delhi Capitals,2020,"20,00,000",,,,,2000000,0.2,l_yadav,allrounder,294,430,11,8.78,4.49,22.45
Glenn Maxwell,,All-Rounder, Kings XI Punjab,2020,"10,75,00,000",,,,,107500000,10.75,g_maxwell,allrounder,965,1311,41,8.15,5.1,0.474419
Sheldon Cottrell,,Bowler, Kings XI Punjab,2020,"8,50,00,000",,,,,85000000,8.5,s_cottrell,bowler,131,177,6,8.11,5.5,0.647059
Chris Jordan,,All-Rounder, Kings XI Punjab,2020,"3,00,00,000",,,,,30000000,3.0,c_jordan,allrounder,717,1111,36,9.3,6.03,2.01
Ravi Bishnoi,,Bowler, Kings XI Punjab,2020,"2,00,00,000",,,,,20000000,2.0,r_bishnoi,bowler,1460,1861,68,7.65,5.59,2.795
Deepak Hooda,,All-Rounder, Kings XI Punjab,2020,"50,00,000",,,,,5000000,0.5,d_hooda,allrounder,384,535,10,8.36,3.12,6.24
James Neesham,,All-Rounder, Kings XI Punjab,2020,"50,00,000",,,,,5000000,0.5,j_neesham,allrounder,222,342,8,9.24,4.32,8.64
Ishan Porel,,Bowler, Kings XI Punjab,2020,"20,00,000",,,,,2000000,0.2,i_porel,bowler,26,42,1,9.69,4.62,23.1
Pat Cummins,,All-Rounder, Kolkata Knight Riders,2020,"15,50,00,000",,,,,155000000,15.5,p_cummins,allrounder,1370,1976,66,8.65,5.78,0.372903
Chris Green,,All-Rounder, Kolkata Knight Riders,2020,"20,00,000",,,,,2000000,0.2,c_green,allrounder,462,675,20,8.77,5.19,25.95
Chris Green,,All-Rounder, Kolkata Knight Riders,2020,"20,00,000",,,,,2000000,0.2,c_green,allrounder,17,24,0,8.47,0.0,0.0
Pravin Tambe,,Bowler, Kolkata Knight Riders,2020,"20,00,000",,,,,2000000,0.2,p_tambe,bowler,674,866,28,7.71,4.99,24.95
M Siddharth,,Bowler, Kolkata Knight Riders,2020,"20,00,000",,,,,2000000,0.2,m_siddharth,bowler,58,72,1,7.45,2.07,10.35
Nathan Coulter-Nile,,Bowler, Mumbai Indians,2020,"8,00,00,000",,,,,80000000,8.0,n_coulter-nile,bowler,892,1125,52,7.57,7.0,0.875
Prince Balwant Rai Singh,,All-Rounder, Mumbai Indians,2020,"20,00,000",,,,,2000000,0.2,p_singh,allrounder,311,472,11,9.11,4.24,21.2
Mohsin Khan,,Bowler, Mumbai Indians,2020,"20,00,000",,,,,2000000,0.2,m_khan,bowler,12,16,0,8.0,0.0,0.0
Mohsin Khan,,Bowler, Mumbai Indians,2020,"20,00,000",,,,,2000000,0.2,m_khan,bowler,507,698,27,8.26,6.39,31.95
Jaydev Unadkat,,Bowler, Rajasthan Royals,2020,"3,00,00,000",,,,,30000000,3.0,j_unadkat,bowler,2194,3219,109,8.8,5.96,1.986667
Yashasvi Jaiswal,,All-Rounder, Rajasthan Royals,2020,"2,40,00,000",,,,,24000000,2.4,y_jaiswal,allrounder,1,6,0,36.0,0.0,0.0
Kartik Tyagi,,Bowler, Rajasthan Royals,2020,"1,30,00,000",,,,,13000000,1.3,k_tyagi,bowler,458,720,16,9.43,4.19,3.223077
Tom Curran,,All-Rounder, Rajasthan Royals,2020,"1,00,00,000",,,,,10000000,1.0,t_curran,allrounder,252,432,13,10.29,6.19,6.19
Andrew Tye,,Bowler, Rajasthan Royals,2020,"1,00,00,000",,,,,10000000,1.0,a_tye,bowler,714,1005,48,8.45,8.07,8.07
Oshane Thomas ,,Bowler, Rajasthan Royals,2020,"50,00,000",,,,,5000000,0.5,o_thomas,bowler,63,85,5,8.1,9.52,19.04
Akash Singh,,Bowler, Rajasthan Royals,2020,"20,00,000",,,,,2000000,0.2,a_singh,bowler,486,639,31,7.89,7.65,38.25
Akash Singh,,Bowler, Rajasthan Royals,2020,"20,00,000",,,,,2000000,0.2,a_singh,bowler,141,227,5,9.66,4.26,21.3
Akash Singh,,Bowler, Rajasthan Royals,2020,"20,00,000",,,,,2000000,0.2,a_singh,bowler,430,636,21,8.87,5.86,29.3
Akash Singh,,Bowler, Rajasthan Royals,2020,"20,00,000",,,,,2000000,0.2,a_singh,bowler,1453,2097,84,8.66,6.94,34.7
Christopher Morris,,All-Rounder, Royal Challengers Bengaluru,2020,"10,00,00,000",,,,,100000000,10.0,c_morris,allrounder,1801,2377,107,7.92,7.13,0.713
Kane Richardson,,Bowler, Royal Challengers Bengaluru,2020,"4,00,00,000",,,,,40000000,4.0,k_richardson,bowler,345,479,21,8.33,7.3,1.825
Dale Steyn,,Bowler, Royal Challengers Bengaluru,2020,"2,00,00,000",,,,,20000000,2.0,d_steyn,bowler,2282,2583,105,6.79,5.52,2.76
Isuru Udana,,All-Rounder, Royal Challengers Bengaluru,2020,"50,00,000",,,,,5000000,0.5,i_udana,allrounder,182,286,8,9.43,5.27,10.54
Mitchell Marsh,,All-Rounder, Sunrisers Hyderabad,2020,"2,00,00,000",,,,,20000000,2.0,m_marsh,allrounder,593,803,37,8.12,7.49,3.745
Fabian Allen,,All-Rounder, Sunrisers Hyderabad,2020,"50,00,000",,,,,5000000,0.5,f_allen,allrounder,91,136,2,8.97,2.64,5.28
Sanjay Yadav,,All-Rounder, Sunrisers Hyderabad,2020,"20,00,000",,,,,2000000,0.2,s_yadav,allrounder,6,8,0,8.0,0.0,0.0
Abdul Samad,,All-Rounder, Sunrisers Hyderabad,2020,"20,00,000",,,,,2000000,0.2,a_samad,allrounder,55,113,2,12.33,4.36,21.8
Krishnappa Gowtham,,All-Rounder, Chennai Super Kings,2021,"9,25,00,000",,,,,92500000,9.25,k_gowtham,allrounder,599,825,22,8.26,4.41,0.476757
Moeen Ali,,All-Rounder, Chennai Super Kings,2021,"7,00,00,000",,,,,70000000,7.0,m_ali,allrounder,770,900,40,7.01,6.23,0.89
Tom Curran ,,All-Rounder , Delhi Capitals,2021,"5,25,00,000",,,,,52500000,5.25,t_curran,allrounder,252,432,13,10.29,6.19,1.179048
Umesh Yadav ,,Bowler , Delhi Capitals,2021,"1,00,00,000",,,,,10000000,1.0,u_yadav,bowler,3190,4442,163,8.35,6.13,6.13
Ripal Patel ,,All-Rounder , Delhi Capitals,2021,"20,00,000",,,,,2000000,0.2,r_patel,allrounder,20,22,0,6.6,0.0,0.0
Lukman Hussain Meriwala ,,Bowler , Delhi Capitals,2021,"20,00,000",,,,,2000000,0.2,l_meriwala,bowler,19,32,1,10.11,6.32,31.6
M Siddharth ,,Bowler , Delhi Capitals,2021,"20,00,000",,,,,2000000,0.2,m_siddharth,bowler,58,72,1,7.45,2.07,10.35
Shakib Al Hasan ,,All-Rounder , Kolkata Knight Riders,2021,"3,20,00,000",,,,,32000000,3.2,s_hasan,allrounder,1515,1864,71,7.38,5.62,1.75625
Harbhajan Singh ,,Bowler , Kolkata Knight Riders,2021,"2,00,00,000",,,,,20000000,2.0,h_singh,bowler,3496,4101,161,7.04,5.53,2.765
Harbhajan Singh ,,Bowler , Kolkata Knight Riders,2021,"2,00,00,000",,,,,20000000,2.0,h_singh,bowler,574,747,31,7.81,6.48,3.24
Ben Cutting ,,All-Rounder , Kolkata Knight Riders,2021,"75,00,000",,,,,7500000,0.75,b_cutting,allrounder,288,430,12,8.96,5.0,6.666667
