Name,Price in $,Role,TeamName,auction_year,Price in rs,Nationality,BasePrices in Rs,Winning Bid in Rs,Capped/UnCapped,price_rs,price_crore,match_key,role_clean,balls_bowled,runs_conceded,wickets,economy,wickets_per_match,rpr_bowling
Pawan Negi ,,All-Rounder , Kolkata Knight Riders,2021,"50,00,000",,,,,5000000,0.5,p_negi,allrounder,733,954,38,7.81,6.22,12.44
Venkatesh Iyer ,,All-Rounder , Kolkata Knight Riders,2021,"20,00,000",,,,,2000000,0.2,v_iyer,allrounder,84,145,3,10.36,4.29,21.45
Vaibhav Arora ,,Bowler , Kolkata Knight Riders,2021,"20,00,000",,,,,2000000,0.2,v_arora,bowler,418,598,20,8.58,5.74,28.7
Nathan Coulter-Nile ,,Bowler , Mumbai Indians,2021,"5,00,00,000",,,,,50000000,5.0,n_coulter-nile,bowler,892,1125,52,7.57,7.0,1.4
Adam Milne ,,Bowler , Mumbai Indians,2021,"3,20,00,000",,,,,32000000,3.2,a_milne,bowler,217,339,9,9.37,4.98,1.55625
Piyush Chawla ,,Bowler , Mumbai Indians,2021,"2,40,00,000",,,,,24000000,2.4,p_chawla,bowler,3895,5179,201,7.98,6.19,2.579167
James Neesham ,,All-Rounder , Mumbai Indians,2021,"50,00,000",,,,,5000000,0.5,j_neesham,allrounder,222,342,8,9.24,4.32,8.64
Marco Jansen ,,All-Rounder , Mumbai Indians,2021,"20,00,000",,,,,2000000,0.2,m_jansen,allrounder,487,732,22,9.02,5.42,27.1
Arjun Tendulkar ,,All-Rounder , Mumbai Indians,2021," 20,00,000",,,,,2000000,0.2,a_tendulkar,allrounder,83,117,4,8.46,5.78,28.9
Jhye Richardson ,,Bowler , Punjab Kings,2021,"14,00,00,000",,,,,140000000,14.0,j_richardson,bowler,94,162,3,10.34,3.83,0.273571
Riley Meredith ,,Bowler , Punjab Kings,2021,"8,00,00,000",,,,,80000000,8.0,r_meredith,bowler,415,621,21,8.98,6.07,0.75875
Shahrukh Khan ,,All-Rounder , Punjab Kings,2021,"5,25,00,000",,,,,52500000,5.25,s_khan,allrounder,2,6,0,18.0,0.0,0.0
Moises Henriques ,,All-Rounder , Punjab Kings,2021,"4,20,00,000",,,,,42000000,4.2,m_henriques,allrounder,979,1302,46,7.98,5.64,1.342857
Fabian Allen ,, All-Rounder , Punjab Kings,2021,"75,00,000",,,,,7500000,0.75,f_allen,allrounder,91,136,2,8.97,2.64,3.52
Jalaj Saxena ,,All-Rounder , Punjab Kings,2021,"30,00,000",,,,,3000000,0.3,j_saxena,allrounder,18,27,0,9.0,0.0,0.0
Saurabh Kumar ,,All-Rounder , Punjab Kings,2021,"20,00,000",,,,,2000000,0.2,s_kumar,allrounder,22,38,0,10.36,0.0,0.0
Christopher Morris ,,All-Rounder , Rajasthan Royals,2021,"16,25,00,000",,,,,162500000,16.25,c_morris,allrounder,1801,2377,107,7.92,7.13,0.438769
Shivam Dube ,,All-Rounder , Rajasthan Royals,2021,"4,40,00,000",,,,,44000000,4.4,s_dube,allrounder,117,190,6,9.74,6.15,1.397727
Chetan Sakariya ,,Bowler , Rajasthan Royals,2021,"1,20,00,000",,,,,12000000,1.2,c_sakariya,bowler,460,610,20,7.96,5.22,4.35
Mustafizur Rahman ,,Bowler , Rajasthan Royals,2021,"1,00,00,000",,,,,10000000,1.0,m_rahman,bowler,452,598,20,7.94,5.31,5.31
Mustafizur Rahman ,,Bowler , Rajasthan Royals,2021,"1,00,00,000",,,,,10000000,1.0,m_rahman,bowler,1353,1792,70,7.95,6.21,6.21
Liam Livingstone ,,All-Rounder , Rajasthan Royals,2021,"75,00,000",,,,,7500000,0.75,l_livingstone,allrounder,267,395,11,8.88,4.94,6.586667
K.C Cariappa ,,Bowler , Rajasthan Royals,2021,"20,00,000",,,,,2000000,0.2,k_cariappa,bowler,224,349,8,9.35,4.29,21.45
Akash Singh ,,Bowler, Rajasthan Royals,2021,"20,00,000",,,,,2000000,0.2,a_singh,bowler,486,639,31,7.89,7.65,38.25
Akash Singh ,,Bowler, Rajasthan Royals,2021,"20,00,000",,,,,2000000,0.2,a_singh,bowler,141,227,5,9.66,4.26,21.3
Akash Singh ,,Bowler, Rajasthan Royals,2021,"20,00,000",,,,,2000000,0.2,a_singh,bowler,430,636,21,8.87,5.86,29.3
Akash Singh ,,Bowler, Rajasthan Royals,2021,"20,00,000",,,,,2000000,0.2,a_singh,bowler,1453,2097,84,8.66,6.94,34.7
Kuldip Yadav ,, Bowler , Rajasthan Royals,2021," 20,00,000",,,,,2000000,0.2,k_yadav,bowler,54,85,2,9.44,4.44,22.2
Kuldip Yadav ,, Bowler , Rajasthan Royals,2021," 20,00,000",,,,,2000000,0.2,k_yadav,bowler,1786,2413,90,8.11,6.05,30.25
Kyle Jamieson ,,All-Rounder , Royal Challengers Bengaluru,2021,"15,00,00,000",,,,,150000000,15.0,k_jamieson,allrounder,179,271,9,9.08,6.03,0.402
Glenn Maxwell ,,All-Rounder , Royal Challengers Bengaluru,2021,"14,25,00,000",,,,,142500000,14.25,g_maxwell,allrounder,965,1311,41,8.15,5.1,0.357895
Dan Christian ,,All-Rounder , Royal Challengers Bengaluru,2021,"4,80,00,000",,,,,48000000,4.8,d_christian,allrounder,922,1218,40,7.93,5.21,1.085417
J Suchith ,,Bowler , Sunrisers Hyderabad,2021,"30,00,000",,,,,3000000,0.3,j_suchith,bowler,434,604,20,8.35,5.53,18.433333
Dwayne Bravo ,,All-Rounder , Chennai Super Kings,2022,"4,40,00,000 ",Overseas ,,,,44000000,4.4,d_bravo,allrounder,3296,4436,207,8.08,7.54,1.713636
Deepak Chahar ,,Bowler , Chennai Super Kings,2022,"14,00,00,000 ",Indian ,,,,140000000,14.0,d_chahar,bowler,1746,2243,79,7.71,5.43,0.387857
K.M. Asif ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_asif,bowler,143,232,7,9.73,5.87,29.35
Tushar Deshpande ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,t_deshpande,bowler,831,1275,46,9.21,6.64,33.2
Shivam Dube ,,All-Rounder , Chennai Super Kings,2022,"4,00,00,000 ",Indian ,,,,40000000,4.0,s_dube,allrounder,117,190,6,9.74,6.15,1.5375
Chris Jordan ,,All-Rounder , Chennai Super Kings,2022,"3,60,00,000 ",Overseas ,,,,36000000,3.6,c_jordan,allrounder,717,1111,36,9.3,6.03,1.675
Maheesh Theekshana ,,Bowler , Chennai Super Kings,2022,"70,00,000 ",Overseas ,,,,7000000,0.7,m_theekshana,bowler,631,814,25,7.74,4.75,6.785714
Rajvardhan Hangargekar ,,All-Rounder , Chennai Super Kings,2022,"1,50,00,000 ",Indian ,,,,15000000,1.5,r_hangargekar,allrounder,43,60,3,8.37,8.37,5.58
Simarjeet Singh ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,bowler,19,25,1,7.89,6.32,31.6
Simarjeet Singh ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,bowler,193,265,10,8.24,6.22,31.1
Simarjeet Singh ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,bowler,165,241,7,8.76,5.09,25.45
Dwaine Pretorius ,,All-Rounder , Chennai Super Kings,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,d_pretorius,allrounder,166,242,7,8.75,5.06,10.12
Mitchell Santner ,,All-Rounder , Chennai Super Kings,2022,"1,90,00,000 ",Overseas ,,,,19000000,1.9,m_santner,allrounder,370,428,16,6.94,5.19,2.731579
Adam Milne ,,Bowler , Chennai Super Kings,2022,"1,90,00,000 ",Overseas ,,,,19000000,1.9,a_milne,bowler,217,339,9,9.37,4.98,2.621053
Mukesh Choudhary ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_choudhary,bowler,298,452,16,9.1,6.44,32.2
Prashant Solanki ,,Bowler , Chennai Super Kings,2022,"1,20,00,000 ",Indian ,,,,12000000,1.2,p_solanki,bowler,36,39,2,6.5,6.67,5.558333
Mitchell Marsh ,,All-Rounder , Delhi Capitals,2022,"6,50,00,000 ",Overseas ,,,,65000000,6.5,m_marsh,allrounder,593,803,37,8.12,7.49,1.152308
Mustafizur Rahman ,,Bowler , Delhi Capitals,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,m_rahman,bowler,452,598,20,7.94,5.31,2.655
Mustafizur Rahman ,,Bowler , Delhi Capitals,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,m_rahman,bowler,1353,1792,70,7.95,6.21,3.105
Shardul Thakur ,,Bowler , Delhi Capitals,2022,"10,75,00,000 ",Indian ,,,,107500000,10.75,s_thakur,bowler,1979,2908,100,8.82,6.06,0.563721
Kuldeep Yadav ,,Bowler , Delhi Capitals,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,k_yadav,bowler,54,85,2,9.44,4.44,2.22
Kuldeep Yadav ,,Bowler , Delhi Capitals,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,k_yadav,bowler,1786,2413,90,8.11,6.05,3.025
Sarfaraz Khan ,,All-Rounder , Delhi Capitals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_khan,allrounder,2,6,0,18.0,0.0,0.0
Kamlesh Nagarkoti ,,All-Rounder , Delhi Capitals,2022,"1,10,00,000 ",Indian ,,,,11000000,1.1,k_nagarkoti,allrounder,185,287,5,9.31,3.24,2.945455
Syed Khaleel Ahmed ,,Bowler , Delhi Capitals,2022,"5,25,00,000 ",Indian ,,,,52500000,5.25,s_ahmed,bowler,549,850,21,9.29,4.59,0.874286
Syed Khaleel Ahmed ,,Bowler , Delhi Capitals,2022,"5,25,00,000 ",Indian ,,,,52500000,5.25,s_ahmed,bowler,103,154,5,8.97,5.83,1.110476
Lungisani Ngidi ,,Bowler , Delhi Capitals,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,l_ngidi,bowler,342,460,28,8.07,9.82,19.64
Chetan Sakariya ,,Bowler , Delhi Capitals,2022,"4,20,00,000 ",Indian ,,,,42000000,4.2,c_sakariya,bowler,460,610,20,7.96,5.22,1.242857
Ripal Patel ,,All-Rounder , Delhi Capitals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,r_patel,allrounder,20,22,0,6.6,0.0,0.0
Lalit Yadav ,,All-Rounder , Delhi Capitals,2022,"65,00,000 ",Indian ,,,,6500000,0.65,l_yadav,allrounder,294,430,11,8.78,4.49,6.907692
Pravin Dubey ,,All-Rounder , Delhi Capitals,2022,"50,00,000 ",Indian ,,,,5000000,0.5,p_dubey,allrounder,67,91,1,8.15,1.79,3.58
Mohammad Shami ,,Bowler , Gujarat Titans,2022,"6,25,00,000 ",Indian ,,,,62500000,6.25,m_shami,bowler,2521,3486,144,8.3,6.85,1.096
Lockie Ferguson ,,Bowler , Gujarat Titans,2022,"10,00,00,000 ",Overseas ,,,,100000000,10.0,l_ferguson,bowler,1002,1451,57,8.69,6.83,0.683
Rahul Tewatia ,,All-Rounder , Gujarat Titans,2022,"9,00,00,000 ",Indian ,,,,90000000,9.0,r_tewatia,allrounder,866,1117,36,7.74,4.99,0.554444
Noor  Ahmad ,,Bowler , Gujarat Titans,2022,"30,00,000 ",Overseas ,,,,3000000,0.3,n_ahmad,bowler,513,672,24,7.86,5.61,18.7
R. Sai Kishore ,,Bowler , Gujarat Titans,2022,"3,00,00,000 ",Indian ,,,,30000000,3.0,r_kishore,bowler,191,259,13,8.14,8.17,2.723333
Vijay Shankar ,,All-Rounder , Gujarat Titans,2022,"1,40,00,000 ",Indian ,,,,14000000,1.4,v_shankar,allrounder,258,344,12,8.0,5.58,3.985714
Jayant Yadav ,,All-Rounder , Gujarat Titans,2022,"1,70,00,000 ",Indian ,,,,17000000,1.7,j_yadav,allrounder,398,447,9,6.74,2.71,1.594118
Darshan Nalkande ,,All-Rounder , Gujarat Titans,2022,"20,00,000 ",Indian ,,,,2000000,0.2,d_nalkande,allrounder,89,150,6,10.11,8.09,40.45
Yash  Dayal ,,Bowler , Gujarat Titans,2022,"3,20,00,000 ",Indian ,,,,32000000,3.2,y_dayal,bowler,615,933,31,9.1,6.05,1.890625
Gurkeerat Singh ,,All-Rounder , Gujarat Titans,2022,"50,00,000 ",Indian ,,,,5000000,0.5,g_singh,allrounder,84,142,3,10.14,4.29,8.58
Gurkeerat Singh ,,All-Rounder , Gujarat Titans,2022,"50,00,000 ",Indian ,,,,5000000,0.5,g_singh,allrounder,82,97,5,7.1,7.32,14.64
Alzarri Joseph ,,Bowler , Gujarat Titans,2022,"2,40,00,000 ",Overseas ,,,,24000000,2.4,a_joseph,bowler,454,707,22,9.34,5.81,2.420833
Varun Aaron ,,Bowler , Gujarat Titans,2022,"50,00,000 ",Indian ,,,,5000000,0.5,v_aaron,bowler,1065,1527,46,8.6,5.18,10.36
Pradeep Sangwan ,,All-Rounder , Gujarat Titans,2022,"20,00,000 ",Indian ,,,,2000000,0.2,p_sangwan,allrounder,905,1267,44,8.4,5.83,29.15
Pat Cummins ,,All-Rounder , Kolkata Knight Riders,2022,"7,25,00,000 ",Overseas ,,,,72500000,7.25,p_cummins,allrounder,1370,1976,66,8.65,5.78,0.797241
Mohammad  Nabi ,,All-Rounder , Kolkata Knight Riders,2022,"1,00,00,000 ",Overseas ,,,,10000000,1.0,m_nabi,allrounder,419,527,15,7.55,4.3,4.3
Nitish Rana ,,All-Rounder , Kolkata Knight Riders,2022,"8,00,00,000 ",Indian ,,,,80000000,8.0,n_rana,allrounder,185,253,10,8.21,6.49,0.81125
Umesh Yadav ,,Bowler , Kolkata Knight Riders,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,u_yadav,bowler,3190,4442,163,8.35,6.13,3.065
Shivam  Mavi ,,All-Rounder , Kolkata Knight Riders,2022,"7,25,00,000 ",Indian ,,,,72500000,7.25,s_mavi,allrounder,687,958,33,8.37,5.76,0.794483
Anukul Roy ,,All-Rounder , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_roy,allrounder,142,191,6,8.07,5.07,25.35
Tim Southee ,,Bowler , Kolkata Knight Riders,2022,"1,50,00,000 ",Overseas ,,,,15000000,1.5,t_southee,bowler,1262,1774,57,8.43,5.42,3.613333
Aman Khan ,,All-Rounder , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_khan,allrounder,6,13,0,13.0,0.0,0.0
Aman Khan ,,All-Rounder , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_khan,allrounder,153,282,6,11.06,4.71,23.55
Aman Khan ,,All-Rounder , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_khan,allrounder,1390,2010,81,8.68,6.99,34.95
Ashok Sharma ,,Bowler , Kolkata Knight Riders,2022,"55,00,000 ",Indian ,,,,5500000,0.55,a_sharma,bowler,278,396,11,8.55,4.75,8.636364
Ashok Sharma ,,Bowler , Kolkata Knight Riders,2022,"55,00,000 ",Indian ,,,,5500000,0.55,a_sharma,bowler,375,453,12,7.25,3.84,6.981818
Krunal Pandya ,,All-Rounder , Lucknow Super Giants,2022,"8,25,00,000 ",Indian ,,,,82500000,8.25,k_pandya,allrounder,2183,2644,80,7.27,4.4,0.533333
Mark Wood ,,Bowler , Lucknow Super Giants,2022,"7,50,00,000 ",Overseas ,,,,75000000,7.5,m_wood,bowler,127,192,11,9.07,10.39,1.385333
Avesh Khan ,,Bowler , Lucknow Super Giants,2022,"10,00,00,000 ",Indian ,,,,100000000,10.0,a_khan,bowler,6,13,0,13.0,0.0,0.0
Avesh Khan ,,Bowler , Lucknow Super Giants,2022,"10,00,00,000 ",Indian ,,,,100000000,10.0,a_khan,bowler,153,282,6,11.06,4.71,0.471
Avesh Khan ,,Bowler , Lucknow Super Giants,2022,"10,00,00,000 ",Indian ,,,,100000000,10.0,a_khan,bowler,1390,2010,81,8.68,6.99,0.699
Ankit Singh Rajpoot ,,Bowler , Lucknow Super Giants,2022,"50,00,000 ",Indian ,,,,5000000,0.5,a_rajpoot,bowler,567,844,24,8.93,5.08,10.16
K. Gowtham ,,All-Rounder , Lucknow Super Giants,2022,"90,00,000 ",Indian ,,,,9000000,0.9,k_gowtham,allrounder,599,825,22,8.26,4.41,4.9
Shahbaz Nadeem ,,Bowler , Lucknow Super Giants,2022,"50,00,000 ",Indian ,,,,5000000,0.5,s_nadeem,bowler,1444,1800,54,7.48,4.49,8.98
Mohsin Khan ,,Bowler , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan,bowler,12,16,0,8.0,0.0,0.0
Mohsin Khan ,,Bowler , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan,bowler,507,698,27,8.26,6.39,31.95
Mayank Yadav ,,Bowler , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_yadav,bowler,76,88,8,6.95,12.63,63.15
Ayush Badoni ,,All-Rounder , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_badoni,allrounder,25,37,2,8.88,9.6,48.0
Kyle Mayers ,,All-Rounder , Lucknow Super Giants,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,k_mayers,allrounder,46,59,0,7.7,0.0,0.0
Karan Sharma ,,All-Rounder , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_sharma,allrounder,1520,2130,82,8.41,6.47,32.35
Jason Holder ,,All-Rounder , Lucknow Super Giants,2022,"8,75,00,000 ",Overseas ,,,,87500000,8.75,j_holder,allrounder,1049,1489,59,8.52,6.75,0.771429
Deepak Hooda ,,All-Rounder , Lucknow Super Giants,2022,"5,75,00,000 ",Indian ,,,,57500000,5.75,d_hooda,allrounder,384,535,10,8.36,3.12,0.542609
Basil Thampi ,,Bowler , Mumbai Indians,2022,"30,00,000 ",Indian ,,,,3000000,0.3,b_thampi,bowler,539,862,26,9.6,5.79,19.3
Murugan Ashwin ,,Bowler , Mumbai Indians,2022,"1,60,00,000 ",Indian ,,,,16000000,1.6,m_ashwin,bowler,898,1182,35,7.9,4.68,2.925
Jaydev Unadkat ,,Bowler , Mumbai Indians,2022,"1,30,00,000 ",Indian ,,,,13000000,1.3,j_unadkat,bowler,2194,3219,109,8.8,5.96,4.584615
Mayank Markande ,,Bowler , Mumbai Indians,2022,"65,00,000 ",Indian ,,,,6500000,0.65,m_markande,bowler,737,1081,37,8.8,6.02,9.261538
Sanjay Yadav ,,All-Rounder , Mumbai Indians,2022,"50,00,000 ",Indian ,,,,5000000,0.5,s_yadav,allrounder,6,8,0,8.0,0.0,0.0
Jofra Archer ,,All-Rounder , Mumbai Indians,2022,"8,00,00,000 ",Overseas ,,,,80000000,8.0,j_archer,allrounder,987,1210,49,7.36,5.96,0.745
Daniel Sams ,,All-Rounder , Mumbai Indians,2022,"2,60,00,000 ",Overseas ,,,,26000000,2.6,d_sams,allrounder,389,528,15,8.14,4.63,1.780769
Tymal Mills ,,Bowler , Mumbai Indians,2022,"1,50,00,000 ",Overseas ,,,,15000000,1.5,t_mills,bowler,218,349,11,9.61,6.06,4.04
Ramandeep  Singh ,,All-Rounder , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,r_singh,allrounder,1874,2417,100,7.74,6.4,32.0
Ramandeep  Singh ,,All-Rounder , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,r_singh,allrounder,45,64,6,8.53,16.0,80.0
Fabian Allen ,,All-Rounder , Mumbai Indians,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,f_allen,allrounder,91,136,2,8.97,2.64,3.52
Riley Meredith ,,Bowler , Mumbai Indians,2022,"1,00,00,000 ",Overseas ,,,,10000000,1.0,r_meredith,bowler,415,621,21,8.98,6.07,6.07
Hrithik Shokeen ,,All-Rounder , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,h_shokeen,allrounder,213,320,5,9.01,2.82,14.1
Mohd. Arshad Khan ,,All-Rounder , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan,allrounder,12,16,0,8.0,0.0,0.0
Mohd. Arshad Khan ,,All-Rounder , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan,allrounder,507,698,27,8.26,6.39,31.95
Arjun  Tendulkar ,,All-Rounder , Mumbai Indians,2022,"30,00,000 ",Indian ,,,,3000000,0.3,a_tendulkar,allrounder,83,117,4,8.46,5.78,19.266667
Kagiso Rabada ,,Bowler , Punjab Kings,2022,"9,25,00,000 ",Overseas ,,,,92500000,9.25,k_rabada,bowler,1907,2652,126,8.34,7.93,0.857297
Rahul Chahar ,,Bowler , Punjab Kings,2022,"5,25,00,000 ",Indian ,,,,52500000,5.25,r_chahar,bowler,1697,2165,76,7.65,5.37,1.022857
Harpreet  Brar ,,All-Rounder , Punjab Kings,2022,"3,80,00,000 ",Indian ,,,,38000000,3.8,h_brar,allrounder,692,907,25,7.86,4.34,1.142105
Shahrukh Khan ,,All-Rounder , Punjab Kings,2022,"9,00,00,000 ",Indian ,,,,90000000,9.0,s_khan,allrounder,2,6,0,18.0,0.0,0.0
Ishan Porel ,,Bowler , Punjab Kings,2022,"25,00,000 ",Indian ,,,,2500000,0.25,i_porel,bowler,26,42,1,9.69,4.62,18.48
Liam Livingstone ,,All-Rounder , Punjab Kings,2022,"11,50,00,000 ",Overseas ,,,,115000000,11.5,l_livingstone,allrounder,267,395,11,8.88,4.94,0.429565
Odean Smith ,,All-Rounder , Punjab Kings,2022,"6,00,00,000 ",Overseas ,,,,60000000,6.0,o_smith,allrounder,95,179,7,11.31,8.84,1.473333
Sandeep Sharma ,,Bowler , Punjab Kings,2022,"50,00,000 ",Indian ,,,,5000000,0.5,s_sharma,bowler,2925,3758,153,7.71,6.28,12.56
Sandeep Sharma ,,Bowler , Punjab Kings,2022,"50,00,000 ",Indian ,,,,5000000,0.5,s_sharma,bowler,114,165,4,8.68,4.21,8.42
Sandeep Sharma ,,Bowler , Punjab Kings,2022,"50,00,000 ",Indian ,,,,5000000,0.5,s_sharma,bowler,264,381,11,8.66,5.0,10.0
Rishi Dhawan ,,All-Rounder , Punjab Kings,2022,"55,00,000 ",Indian ,,,,5500000,0.55,r_dhawan,allrounder,693,922,27,7.98,4.68,8.509091
Nathan Ellis ,,Bowler , Punjab Kings,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,n_ellis,bowler,365,514,19,8.45,6.25,8.333333
Atharva Taide ,,All-Rounder , Punjab Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_taide,allrounder,1,4,0,24.0,0.0,0.0
Vaibhav Arora ,,Bowler , Punjab Kings,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,v_arora,bowler,418,598,20,8.58,5.74,2.87
Ansh Patel ,,All-Rounder , Punjab Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_patel,allrounder,3152,3824,131,7.28,4.99,24.95
R. Ashwin ,,All-Rounder , Rajasthan Royals,2022,"5,00,00,000 ",Indian ,,,,50000000,5.0,r_ashwin,allrounder,4679,5435,198,6.97,5.08,1.016
Trent Boult ,,Bowler , Rajasthan Royals,2022,"8,00,00,000 ",Overseas ,,,,80000000,8.0,t_boult,bowler,2428,3286,128,8.12,6.33,0.79125
Yuzvendra Chahal ,,Bowler , Rajasthan Royals,2022,"6,50,00,000 ",Indian ,,,,65000000,6.5,y_chahal,bowler,3628,4681,213,7.74,7.05,1.084615
Riyan Parag ,,All-Rounder , Rajasthan Royals,2022,"3,80,00,000 ",Indian ,,,,38000000,3.8,r_parag,allrounder,181,307,5,10.18,3.31,0.871053
K.C Cariappa ,,Bowler , Rajasthan Royals,2022,"30,00,000 ",Indian ,,,,3000000,0.3,k_cariappa,bowler,224,349,8,9.35,4.29,14.3
James Neesham ,,All-Rounder , Rajasthan Royals,2022,"1,50,00,000 ",Overseas ,,,,15000000,1.5,j_neesham,allrounder,222,342,8,9.24,4.32,2.88
Nathan Coulter-Nile ,,Bowler , Rajasthan Royals,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,n_coulter-nile,bowler,892,1125,52,7.57,7.0,3.5
Navdeep Saini ,,Bowler , Rajasthan Royals,2022,"2,60,00,000 ",Indian ,,,,26000000,2.6,n_saini,bowler,15,35,0,14.0,0.0,0.0
Navdeep Saini ,,Bowler , Rajasthan Royals,2022,"2,60,00,000 ",Indian ,,,,26000000,2.6,n_saini,bowler,682,968,26,8.52,4.57,1.757692
Kuldeep  Sen ,,Bowler , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_sen,bowler,255,396,14,9.32,6.59,32.95
Daryl Mitchell ,,All-Rounder , Rajasthan Royals,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,d_mitchell,allrounder,51,97,1,11.41,2.35,3.133333
