Name,Price in $,Role,TeamName,auction_year,Price in rs,Nationality,BasePrices in Rs,Winning Bid in Rs,Capped/UnCapped,price_rs,price_crore,match_key,role_clean,balls_bowled,runs_conceded,wickets,economy,wickets_per_match,rpr_bowling
Obed Mccoy ,,Bowler , Rajasthan Royals,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,o_mccoy,bowler,180,255,11,8.5,7.33,9.773333
Tejas Baroka ,,Bowler , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,t_baroka,bowler,21,33,0,9.43,0.0,0.0
Kuldip Yadav ,,Bowler , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_yadav,bowler,54,85,2,9.44,4.44,22.2
Kuldip Yadav ,,Bowler , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_yadav,bowler,1786,2413,90,8.11,6.05,30.25
Anunay Singh ,,All-Rounder , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,allrounder,486,639,31,7.89,7.65,38.25
Anunay Singh ,,All-Rounder , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,allrounder,141,227,5,9.66,4.26,21.3
Anunay Singh ,,All-Rounder , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,allrounder,430,636,21,8.87,5.86,29.3
Anunay Singh ,,All-Rounder , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,allrounder,1453,2097,84,8.66,6.94,34.7
Harshal Patel ,,All-Rounder , Royal Challengers Bangalore,2022,"10,75,00,000 ",Indian ,,,,107500000,10.75,h_patel,allrounder,2284,3215,151,8.45,7.93,0.737674
Josh Hazlewood  ,,Bowler , Royal Challengers Bangalore,2022,"7,75,00,000 ",Overseas ,,,,77500000,7.75,j_hazlewood,bowler,622,830,36,8.01,6.95,0.896774
Akash  Deep  ,,Bowler , Royal Challengers Bangalore,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_deep,bowler,175,324,8,11.11,5.49,27.45
Karn Sharma ,,Bowler , Royal Challengers Bangalore,2022,"50,00,000 ",Indian ,,,,5000000,0.5,k_sharma,bowler,1520,2130,82,8.41,6.47,12.94
Mahipal Lomror ,,All-Rounder , Royal Challengers Bangalore,2022,"95,00,000 ",Indian ,,,,9500000,0.95,m_lomror,allrounder,94,127,2,8.11,2.55,2.684211
Sherfane Rutherford ,,All-Rounder , Royal Challengers Bangalore,2022,"1,00,00,000 ",Overseas ,,,,10000000,1.0,s_rutherford,allrounder,46,60,1,7.83,2.61,2.61
Jason Behrendorff ,,Bowler , Royal Challengers Bangalore,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,j_behrendorff,bowler,379,563,22,8.91,6.97,9.293333
Siddharth  Kaul ,,Bowler , Royal Challengers Bangalore,2022,"75,00,000 ",Indian ,,,,7500000,0.75,s_kaul,bowler,1238,1772,63,8.59,6.11,8.146667
David Willey  ,,All-Rounder , Royal Challengers Bangalore,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,d_willey,allrounder,221,277,7,7.52,3.8,1.9
Washington Sundar ,,All-Rounder , Sunrisers Hyderabad,2022,"8,75,00,000 ",Indian ,,,,87500000,8.75,w_sundar,allrounder,1064,1335,39,7.53,4.4,0.502857
Bhuvneshwar Kumar ,,Bowler , Sunrisers Hyderabad,2022,"4,20,00,000 ",Indian ,,,,42000000,4.2,b_kumar,bowler,4060,5051,195,7.46,5.76,1.371429
T. Natarajan ,,Bowler , Sunrisers Hyderabad,2022,"4,00,00,000 ",Indian ,,,,40000000,4.0,t_natarajan,bowler,1401,2001,76,8.57,6.51,1.6275
Abhishek Sharma ,,All-Rounder , Sunrisers Hyderabad,2022,"6,50,00,000 ",Indian ,,,,65000000,6.5,a_sharma,allrounder,278,396,11,8.55,4.75,0.730769
Abhishek Sharma ,,All-Rounder , Sunrisers Hyderabad,2022,"6,50,00,000 ",Indian ,,,,65000000,6.5,a_sharma,allrounder,375,453,12,7.25,3.84,0.590769
Kartik Tyagi ,,Bowler , Sunrisers Hyderabad,2022,"4,00,00,000 ",Indian ,,,,40000000,4.0,k_tyagi,bowler,458,720,16,9.43,4.19,1.0475
Shreyas Gopal ,,Bowler , Sunrisers Hyderabad,2022,"75,00,000 ",Indian ,,,,7500000,0.75,s_gopal,bowler,1000,1358,53,8.15,6.36,8.48
Jagadeesha Suchith ,,Bowler , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,j_suchith,bowler,434,604,20,8.35,5.53,27.65
Marco Jansen ,,All-Rounder , Sunrisers Hyderabad,2022,"4,20,00,000 ",Overseas ,,,,42000000,4.2,m_jansen,allrounder,487,732,22,9.02,5.42,1.290476
Romario Shepherd ,,All-Rounder , Sunrisers Hyderabad,2022,"7,75,00,000 ",Overseas ,,,,77500000,7.75,r_shepherd,allrounder,133,260,6,11.73,5.41,0.698065
Fazalhaq Farooqi ,,Bowler , Sunrisers Hyderabad,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,f_farooqi,bowler,162,229,6,8.48,4.44,8.88
Sean Abbott ,,Bowler , Sunrisers Hyderabad,2022,"2,40,00,000 ",Overseas ,,,,24000000,2.4,s_abbott,bowler,59,104,1,10.58,2.03,0.845833
Shashank Singh ,,All-Rounder , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,19,25,1,7.89,6.32,31.6
Shashank Singh ,,All-Rounder , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,193,265,10,8.24,6.22,31.1
Shashank Singh ,,All-Rounder , Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,165,241,7,8.76,5.09,25.45
Kyle Jamieson ,,Bowler , Chennai Super Kings,2023,"1,00,00,000 ",Overseas ,,,,10000000,1.0,k_jamieson,bowler,179,271,9,9.08,6.03,6.03
Ben Stokes ,,All-Rounder , Chennai Super Kings,2023,"16,25,00,000 ",Overseas ,,,,162500000,16.25,b_stokes,allrounder,723,1023,31,8.49,5.15,0.316923
Ishant Sharma ,,Bowler , Delhi Capitals,2023,"50,00,000 ",Indian ,,,,5000000,0.5,i_sharma,bowler,2429,3255,96,8.04,4.74,9.48
Mukesh Kumar ,,Bowler , Delhi Capitals,2023,"5,50,00,000 ",Indian ,,,,55000000,5.5,m_kumar,bowler,16,20,0,7.5,0.0,0.0
Mukesh Kumar ,,Bowler , Delhi Capitals,2023,"5,50,00,000 ",Indian ,,,,55000000,5.5,m_kumar,bowler,420,707,31,10.1,8.86,1.610909
Shivam Mavi ,,Bowler , Gujarat Titans,2023,"6,00,00,000 ",Indian ,,,,60000000,6.0,s_mavi,bowler,687,958,33,8.37,5.76,0.96
Mohit Sharma ,,Bowler , Gujarat Titans,2023,"50,00,000 ",Indian ,,,,5000000,0.5,m_sharma,bowler,2308,3278,147,8.52,7.64,15.28
Joshua Little ,,Bowler , Gujarat Titans,2023,"4,40,00,000 ",Overseas ,,,,44000000,4.4,j_little,bowler,236,341,13,8.67,6.61,1.502273
Odean Smith ,,All-Rounder , Gujarat Titans,2023,"50,00,000 ",Overseas ,,,,5000000,0.5,o_smith,allrounder,95,179,7,11.31,8.84,17.68
Kulwant Khejroliya ,,Bowler , Kolkata Knight Riders,2023,"20,00,000 ",Indian ,,,,2000000,0.2,k_khejroliya,bowler,129,221,5,10.28,4.65,23.25
Shakib Al Hasan ,,All-Rounder , Kolkata Knight Riders,2023,"1,50,00,000 ",Overseas ,,,,15000000,1.5,s_hasan,allrounder,1515,1864,71,7.38,5.62,3.746667
Vaibhav Arora ,,Bowler , Kolkata Knight Riders,2023,"60,00,000 ",Indian ,,,,6000000,0.6,v_arora,bowler,418,598,20,8.58,5.74,9.566667
David Wiese ,,All-Rounder , Kolkata Knight Riders,2023,"1,00,00,000 ",Overseas ,,,,10000000,1.0,d_wiese,allrounder,307,447,17,8.74,6.64,6.64
Suyash Sharma ,,Bowler , Kolkata Knight Riders,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_sharma,bowler,2925,3758,153,7.71,6.28,31.4
Suyash Sharma ,,Bowler , Kolkata Knight Riders,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_sharma,bowler,114,165,4,8.68,4.21,21.05
Suyash Sharma ,,Bowler , Kolkata Knight Riders,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_sharma,bowler,264,381,11,8.66,5.0,25.0
Amit Mishra ,,Bowler , Lucknow Super Giants,2023,"50,00,000 ",Indian ,,,,5000000,0.5,a_mishra,bowler,3444,4193,183,7.3,6.38,12.76
Romario Shepherd ,,All-Rounder , Lucknow Super Giants,2023,"50,00,000 ",Overseas ,,,,5000000,0.5,r_shepherd,allrounder,133,260,6,11.73,5.41,10.82
Daniel Sams ,,All-Rounder , Lucknow Super Giants,2023,"75,00,000 ",Overseas ,,,,7500000,0.75,d_sams,allrounder,389,528,15,8.14,4.63,6.173333
Swapnil Singh ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,19,25,1,7.89,6.32,31.6
Swapnil Singh ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,193,265,10,8.24,6.22,31.1
Swapnil Singh ,,All-Rounder , Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,165,241,7,8.76,5.09,25.45
Yash Thakur ,,Bowler , Lucknow Super Giants,2023,"45,00,000 ",Indian ,,,,4500000,0.45,y_thakur,bowler,432,702,27,9.75,7.5,16.666667
Jaydev Unadkat ,,Bowler , Lucknow Super Giants,2023,"50,00,000 ",Indian ,,,,5000000,0.5,j_unadkat,bowler,2194,3219,109,8.8,5.96,11.92
Jhye Richardson ,,Bowler , Mumbai Indians,2023,"1,50,00,000 ",Overseas ,,,,15000000,1.5,j_richardson,bowler,94,162,3,10.34,3.83,2.553333
Nehal Wadhera ,,All-Rounder , Mumbai Indians,2023,"20,00,000 ",Indian ,,,,2000000,0.2,n_wadhera,allrounder,12,13,0,6.5,0.0,0.0
Raghav Goyal ,,Bowler , Mumbai Indians,2023,"20,00,000 ",Indian ,,,,2000000,0.2,r_goyal,bowler,24,34,0,8.5,0.0,0.0
Cameron Green ,,All-Rounder , Mumbai Indians,2023,"17,50,00,000 ",Overseas ,,,,175000000,17.5,c_green,allrounder,462,675,20,8.77,5.19,0.296571
Cameron Green ,,All-Rounder , Mumbai Indians,2023,"17,50,00,000 ",Overseas ,,,,175000000,17.5,c_green,allrounder,17,24,0,8.47,0.0,0.0
Duan Jansen ,,All-Rounder , Mumbai Indians,2023,"20,00,000 ",Overseas ,,,,2000000,0.2,d_jansen,allrounder,28,53,1,11.36,4.29,21.45
Piyush Chawla ,,Bowler , Mumbai Indians,2023,"50,00,000 ",Indian ,,,,5000000,0.5,p_chawla,bowler,3895,5179,201,7.98,6.19,12.38
Shams Mulani ,,All-Rounder , Mumbai Indians,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_mulani,allrounder,33,57,0,10.36,0.0,0.0
Shivam Singh ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,19,25,1,7.89,6.32,31.6
Shivam Singh ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,193,265,10,8.24,6.22,31.1
Shivam Singh ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,165,241,7,8.76,5.09,25.45
Vidwath Kaverappa ,,Bowler , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,v_kaverappa,bowler,24,36,2,9.0,10.0,50.0
Mohit Rathee ,,All-Rounder , Punjab Kings,2023,"20,00,000 ",Indian ,,,,2000000,0.2,m_rathee,allrounder,12,29,0,14.5,0.0,0.0
Sam Curran ,,All-Rounder , Punjab Kings,2023,"18,50,00,000 ",Overseas ,,,,185000000,18.5,s_curran,allrounder,1234,1924,62,9.35,6.03,0.325946
Sikandar Raza ,,All-Rounder , Punjab Kings,2023,"50,00,000 ",Overseas ,,,,5000000,0.5,s_raza,allrounder,88,146,3,9.95,4.09,8.18
Jason Holder ,,All-Rounder , Rajasthan Royals,2023,"5,75,00,000 ",Overseas ,,,,57500000,5.75,j_holder,allrounder,1049,1489,59,8.52,6.75,1.173913
Adam Zampa ,,Bowler , Rajasthan Royals,2023,"1,50,00,000 ",Overseas ,,,,15000000,1.5,a_zampa,bowler,425,562,30,7.93,8.47,5.646667
Murugan Ashwin ,,Bowler , Rajasthan Royals,2023,"20,00,000 ",Indian ,,,,2000000,0.2,m_ashwin,bowler,898,1182,35,7.9,4.68,23.4
K.M. Asif ,,Bowler , Rajasthan Royals,2023,"30,00,000 ",Indian ,,,,3000000,0.3,k_asif,bowler,143,232,7,9.73,5.87,19.566667
Sonu Yadav ,,All-Rounder , Royal Challengers Bangalore,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_yadav,allrounder,6,8,0,8.0,0.0,0.0
Himanshu Sharma ,,Bowler , Royal Challengers Bangalore,2023,"20,00,000 ",Indian ,,,,2000000,0.2,h_sharma,bowler,30,62,0,12.4,0.0,0.0
Avinash Singh ,,Bowler , Royal Challengers Bangalore,2023,"60,00,000 ",Indian ,,,,6000000,0.6,a_singh,bowler,486,639,31,7.89,7.65,12.75
Avinash Singh ,,Bowler , Royal Challengers Bangalore,2023,"60,00,000 ",Indian ,,,,6000000,0.6,a_singh,bowler,141,227,5,9.66,4.26,7.1
Avinash Singh ,,Bowler , Royal Challengers Bangalore,2023,"60,00,000 ",Indian ,,,,6000000,0.6,a_singh,bowler,430,636,21,8.87,5.86,9.766667
Avinash Singh ,,Bowler , Royal Challengers Bangalore,2023,"60,00,000 ",Indian ,,,,6000000,0.6,a_singh,bowler,1453,2097,84,8.66,6.94,11.566667
Reece Topley ,,Bowler , Royal Challengers Bangalore,2023,"1,90,00,000 ",Overseas ,,,,19000000,1.9,r_topley,bowler,107,182,5,10.21,5.61,2.952632
Rajan Kumar ,,Bowler , Royal Challengers Bangalore,2023,"70,00,000 ",Indian ,,,,7000000,0.7,r_kumar,bowler,2186,3041,127,8.35,6.97,9.957143
Sanvir Singh ,,All-Rounder , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,19,25,1,7.89,6.32,31.6
Sanvir Singh ,,All-Rounder , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,193,265,10,8.24,6.22,31.1
Sanvir Singh ,,All-Rounder , Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,165,241,7,8.76,5.09,25.45
Akeal Hosein ,,Bowler , Sunrisers Hyderabad,2023,"1,00,00,000 ",Overseas ,,,,10000000,1.0,a_hosein,bowler,24,41,1,10.25,5.0,5.0
Mayank Markande ,,Bowler , Sunrisers Hyderabad,2023,"50,00,000 ",Indian ,,,,5000000,0.5,m_markande,bowler,737,1081,37,8.8,6.02,12.04
Adil Rashid ,,Bowler , Sunrisers Hyderabad,2023,"2,00,00,000 ",Overseas ,,,,20000000,2.0,a_rashid,bowler,60,91,2,9.1,4.0,2.0
Vivrant Sharma ,,All-Rounder , Sunrisers Hyderabad,2023,"2,60,00,000 ",Indian ,,,,26000000,2.6,v_sharma,allrounder,21,37,0,10.57,0.0,0.0
Mayank Dagar ,,All-Rounder , Sunrisers Hyderabad,2023,"1,80,00,000 ",Indian ,,,,18000000,1.8,m_dagar,allrounder,138,205,2,8.91,1.74,0.966667
Mustafizur Rahman ,,Bowler , Chennai Super Kings,2024,"2,00,00,000 ",Overseas ,,,,20000000,2.0,m_rahman,bowler,452,598,20,7.94,5.31,2.655
Mustafizur Rahman ,,Bowler , Chennai Super Kings,2024,"2,00,00,000 ",Overseas ,,,,20000000,2.0,m_rahman,bowler,1353,1792,70,7.95,6.21,3.105
Daryl Mitchell ,,All-Rounder , Chennai Super Kings,2024,"14,00,00,000 ",Overseas ,,,,140000000,14.0,d_mitchell,allrounder,51,97,1,11.41,2.35,0.167857
Rachin Ravindra ,,All-Rounder , Chennai Super Kings,2024,"1,80,00,000 ",Overseas ,,,,18000000,1.8,r_ravindra,allrounder,12,7,0,3.5,0.0,0.0
Shardul Thakur ,,All-Rounder , Chennai Super Kings,2024,"4,00,00,000 ",Indian ,,,,40000000,4.0,s_thakur,allrounder,1979,2908,100,8.82,6.06,1.515
Sumit Kumar ,,All-Rounder , Delhi Capitals,2024,"1,00,00,000 ",Indian ,,,,10000000,1.0,s_kumar,allrounder,22,38,0,10.36,0.0,0.0
Jhye Richardson ,,Bowler , Delhi Capitals,2024,"5,00,00,000 ",Overseas ,,,,50000000,5.0,j_richardson,bowler,94,162,3,10.34,3.83,0.766
Kartik Tyagi ,,Bowler , Gujarat Titans,2024,"60,00,000 ",Indian ,,,,6000000,0.6,k_tyagi,bowler,458,720,16,9.43,4.19,6.983333
Spencer Johnson ,,Bowler , Gujarat Titans,2024,"10,00,00,000 ",Overseas ,,,,100000000,10.0,s_johnson,bowler,99,155,4,9.39,4.85,0.485
Manav Suthar ,,Bowler , Gujarat Titans,2024,"20,00,000 ",Indian ,,,,2000000,0.2,m_suthar,bowler,12,26,0,13.0,0.0,0.0
Azmatullah Omarzai ,,All-Rounder , Gujarat Titans,2024,"50,00,000 ",Overseas ,,,,5000000,0.5,a_omarzai,allrounder,131,194,4,8.89,3.66,7.32
Shahrukh Khan ,,All-Rounder , Gujarat Titans,2024,"7,40,00,000 ",Indian ,,,,74000000,7.4,s_khan,allrounder,2,6,0,18.0,0.0,0.0
Umesh Yadav ,,Bowler , Gujarat Titans,2024,"5,80,00,000 ",Indian ,,,,58000000,5.8,u_yadav,bowler,3190,4442,163,8.35,6.13,1.056897
Mujeeb Rahman ,,Bowler , Kolkata Knight Riders,2024,"2,00,00,000 ",Overseas ,,,,20000000,2.0,m_rahman,bowler,452,598,20,7.94,5.31,2.655
Mujeeb Rahman ,,Bowler , Kolkata Knight Riders,2024,"2,00,00,000 ",Overseas ,,,,20000000,2.0,m_rahman,bowler,1353,1792,70,7.95,6.21,3.105
Mitchell  Starc ,,Bowler , Kolkata Knight Riders,2024,"24,75,00,000 ",Overseas ,,,,247500000,24.75,m_starc,bowler,879,1175,59,8.02,8.05,0.325253
Ramandeep  Singh ,,All-Rounder , Kolkata Knight Riders,2024,"20,00,000 ",Indian ,,,,2000000,0.2,r_singh,allrounder,1874,2417,100,7.74,6.4,32.0
Ramandeep  Singh ,,All-Rounder , Kolkata Knight Riders,2024,"20,00,000 ",Indian ,,,,2000000,0.2,r_singh,allrounder,45,64,6,8.53,16.0,80.0
Chetan Sakariya ,,Bowler , Kolkata Knight Riders,2024,"50,00,000 ",Indian ,,,,5000000,0.5,c_sakariya,bowler,460,610,20,7.96,5.22,10.44
David Willey  ,,All-Rounder , Lucknow Super Giants,2024,"2,00,00,000 ",Overseas ,,,,20000000,2.0,d_willey,allrounder,221,277,7,7.52,3.8,1.9
M. Siddharth ,,Bowler , Lucknow Super Giants,2024,"2,40,00,000 ",Indian ,,,,24000000,2.4,m_siddharth,bowler,58,72,1,7.45,2.07,0.8625
Shivam  Mavi ,,Bowler , Lucknow Super Giants,2024,"6,40,00,000 ",Indian ,,,,64000000,6.4,s_mavi,bowler,687,958,33,8.37,5.76,0.9
Mohd. Arshad Khan ,,All-Rounder , Lucknow Super Giants,2024,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan,allrounder,12,16,0,8.0,0.0,0.0
Mohd. Arshad Khan ,,All-Rounder , Lucknow Super Giants,2024,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan,allrounder,507,698,27,8.26,6.39,31.95
Shreyas Gopal ,,Bowler , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_gopal,bowler,1000,1358,53,8.15,6.36,31.8
Shivalik Sharma ,,All-Rounder , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_sharma,allrounder,2925,3758,153,7.71,6.28,31.4
Shivalik Sharma ,,All-Rounder , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_sharma,allrounder,114,165,4,8.68,4.21,21.05
Shivalik Sharma ,,All-Rounder , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_sharma,allrounder,264,381,11,8.66,5.0,25.0
Anshul Kamboj ,,All-Rounder , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_kamboj,allrounder,68,115,2,10.15,3.53,17.65
Mohammad Nabi ,,All-Rounder , Mumbai Indians,2024,"1,50,00,000 ",Overseas ,,,,15000000,1.5,m_nabi,allrounder,419,527,15,7.55,4.3,2.866667
Naman Dhir ,,All-Rounder , Mumbai Indians,2024,"20,00,000 ",Indian ,,,,2000000,0.2,n_dhir,allrounder,29,55,0,11.38,0.0,0.0
Nuwan Thushara ,,Bowler , Mumbai Indians,2024,"4,80,00,000 ",Overseas ,,,,48000000,4.8,n_thushara,bowler,172,259,8,9.03,5.58,1.1625
Gerald Coetzee ,,All-Rounder , Mumbai Indians,2024,"5,00,00,000 ",Overseas ,,,,50000000,5.0,g_coetzee,allrounder,216,357,13,9.92,7.22,1.444
Chris Woakes  ,,All-Rounder , Punjab Kings,2024,"4,20,00,000 ",Overseas ,,,,42000000,4.2,c_woakes,allrounder,463,674,31,8.73,8.03,1.911905
Vishwanath Pratap Singh ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,v_singh,allrounder,211,300,12,8.53,6.82,34.1
Vishwanath Pratap Singh ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,v_singh,allrounder,371,549,16,8.88,5.18,25.9
Ashutosh Sharma ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_sharma,allrounder,278,396,11,8.55,4.75,23.75
Ashutosh Sharma ,,All-Rounder , Punjab Kings,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_sharma,allrounder,375,453,12,7.25,3.84,19.2
Harshal Patel ,,All-Rounder , Punjab Kings,2024,"11,75,00,000 ",Indian ,,,,117500000,11.75,h_patel,allrounder,2284,3215,151,8.45,7.93,0.674894
Nandre Burger ,,Bowler , Rajasthan Royals,2024,"50,00,000 ",Overseas ,,,,5000000,0.5,n_burger,bowler,105,152,7,8.69,8.0,16.0
Lockie Ferguson ,,Bowler , Royal Challengers Bengaluru,2024,"2,00,00,000 ",Overseas ,,,,20000000,2.0,l_ferguson,bowler,1002,1451,57,8.69,6.83,3.415
Tom Curran ,,All-Rounder , Royal Challengers Bengaluru,2024,"1,50,00,000 ",Overseas ,,,,15000000,1.5,t_curran,allrounder,252,432,13,10.29,6.19,4.126667
Alzarri Joseph ,,Bowler , Royal Challengers Bengaluru,2024,"11,50,00,000 ",Overseas ,,,,115000000,11.5,a_joseph,bowler,454,707,22,9.34,5.81,0.505217
Swapnil Singh ,,All-Rounder , Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,19,25,1,7.89,6.32,31.6
Swapnil Singh ,,All-Rounder , Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,193,265,10,8.24,6.22,31.1
Swapnil Singh ,,All-Rounder , Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh,allrounder,165,241,7,8.76,5.09,25.45
Yash  Dayal ,,Bowler , Royal Challengers Bengaluru,2024,"5,00,00,000 ",Indian ,,,,50000000,5.0,y_dayal,bowler,615,933,31,9.1,6.05,1.21
Akash Singh ,,Bowler , Sunrisers Hyderabad,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,bowler,486,639,31,7.89,7.65,38.25
Akash Singh ,,Bowler , Sunrisers Hyderabad,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,bowler,141,227,5,9.66,4.26,21.3
Akash Singh ,,Bowler , Sunrisers Hyderabad,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,bowler,430,636,21,8.87,5.86,29.3
Akash Singh ,,Bowler , Sunrisers Hyderabad,2024,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh,bowler,1453,2097,84,8.66,6.94,34.7
Jaydev Unadkat ,,Bowler , Sunrisers Hyderabad,2024,"1,60,00,000 ",Indian ,,,,16000000,1.6,j_unadkat,bowler,2194,3219,109,8.8,5.96,3.725
Pat Cummins ,,All-Rounder , Sunrisers Hyderabad,2024,"20,50,00,000 ",Overseas ,,,,205000000,20.5,p_cummins,allrounder,1370,1976,66,8.65,5.78,0.281951
